Soil Moisture [RH%],Soil Temperature [C],Environmental Temperature [ C],Environmental Humidity [RH %],Weather Forecast Rainfall [mm],Crop Data Evapotranspiration [mm],Irrigation_Decision
18.24,22.6,17.6,88.5,0.4,0.03,2
18.24,22.6,17.7,89.0,0.4,0.03,2
18.24,22.6,18.0,89.0,0.4,0.03,2
18.28,22.6,18.4,87.0,0.4,0.03,2
18.24,22.5,18.7,87.0,0.4,0.03,2
18.24,22.5,19.0,86.0,0.4,0.03,2
18.24,22.5,19.2,84.5,0.3,0.05,2
18.24,22.5,19.3,85.0,0.3,0.05,2
18.24,22.5,19.7,83.0,0.3,0.05,2
18.24,22.4,20.1,83.5,0.3,0.05,2
18.24,22.4,20.7,83.0,0.3,0.05,2
18.24,22.4,21.5,80.5,0.3,0.05,2
18.24,22.4,22.1,79.5,0.7,0.07,2
18.24,22.4,22.3,78.5,0.7,0.07,2
18.24,22.4,23.4,75.0,0.7,0.07,2
18.24,22.4,24.4,70.5,0.7,0.07,2
18.24,22.3,25.1,68.5,0.7,0.07,2
18.28,22.3,26.1,64.0,0.7,0.07,2
18.28,22.3,27.7,58.5,0.2,0.2,2
18.24,22.3,28.9,55.0,0.2,0.2,2
18.28,22.3,29.3,53.5,0.2,0.2,2
18.28,22.3,29.6,51.0,0.2,0.2,2
18.28,22.3,30.2,48.5,0.2,0.2,2
18.28,22.3,30.9,39.0,0.2,0.2,2
18.28,22.3,31.3,41.0,0.0,0.21,2
18.28,22.3,30.3,39.0,0.0,0.21,2
18.28,22.3,29.4,43.0,0.0,0.21,2
18.28,22.3,29.3,44.5,0.0,0.21,2
18.28,22.3,29.1,45.0,0.0,0.21,2
18.35,22.3,29.0,46.5,0.0,0.21,2
18.28,22.3,30.0,42.0,0.0,0.42,2
18.28,22.3,31.6,45.0,0.0,0.42,2
18.28,22.3,30.8,43.0,0.0,0.42,2
18.28,22.3,30.6,44.5,0.0,0.42,2
18.28,22.3,30.6,44.0,0.0,0.42,2
18.24,22.3,31.4,40.5,0.0,0.42,2
18.24,22.4,32.1,42.0,0.0,0.43,2
18.24,22.4,31.7,41.5,0.0,0.43,2
18.24,22.4,31.3,42.0,0.0,0.43,2
18.24,22.4,31.1,42.0,0.0,0.43,2
18.24,22.4,30.6,46.0,0.0,0.43,2
18.24,22.4,30.8,43.0,0.0,0.43,2
18.24,22.5,29.8,43.0,0.0,0.43,2
18.14,22.5,29.9,44.0,0.0,0.43,2
18.24,22.5,29.3,46.0,0.0,0.43,2
18.14,22.5,29.4,43.5,0.0,0.43,2
18.14,22.5,29.1,44.0,0.0,0.43,2
18.14,22.5,28.6,43.5,0.0,0.43,2
18.14,22.5,28.8,44.5,0.0,0.24,2
18.14,22.6,28.4,47.0,0.0,0.24,2
18.14,22.6,28.5,45.0,0.0,0.24,2
18.14,22.6,26.7,48.0,0.0,0.24,2
18.14,22.6,25.9,49.0,0.0,0.24,2
18.14,22.6,25.3,50.5,0.0,0.24,2
18.14,22.6,25.2,50.0,0.0,0.37,2
18.14,22.6,25.1,50.0,0.0,0.37,2
18.14,22.7,25.2,49.5,0.0,0.37,2
18.14,22.7,25.8,50.0,0.0,0.37,2
18.14,22.7,25.9,49.5,0.0,0.37,2
18.14,22.7,26.9,47.5,0.0,0.37,2
18.09,22.7,27.8,45.0,0.0,0.3,2
18.14,22.7,27.8,44.5,0.0,0.3,2
18.09,22.7,27.4,45.0,0.0,0.3,2
18.14,22.7,27.1,46.5,0.0,0.3,2
18.14,22.7,26.8,45.5,0.0,0.3,2
18.14,22.7,26.1,46.0,0.0,0.3,2
18.14,22.7,25.2,47.5,0.0,0.18,2
18.14,22.7,23.5,51.5,0.0,0.18,2
18.14,22.7,22.8,54.0,0.0,0.18,2
18.14,22.7,22.3,54.5,0.0,0.18,2
18.09,22.7,21.8,55.5,0.0,0.18,2
18.14,22.7,21.4,56.0,0.0,0.18,2
18.09,22.7,21.2,57.5,0.0,0.06,2
18.14,22.7,21.0,59.0,0.0,0.06,2
18.09,22.7,20.9,59.5,0.0,0.06,2
18.09,22.7,20.6,60.5,0.0,0.06,2
18.14,22.6,20.2,62.5,0.0,0.06,2
18.09,22.6,19.8,64.5,0.0,0.06,2
18.09,22.6,19.4,66.0,0.0,0.02,2
18.09,22.6,19.2,67.5,0.0,0.02,2
18.09,22.6,18.9,69.0,0.0,0.02,2
18.09,22.6,18.7,72.0,0.0,0.02,2
18.09,22.6,18.3,74.0,0.0,0.02,2
18.09,22.6,18.2,75.5,0.0,0.02,2
18.03,22.6,18.2,75.5,0.0,0.0,2
18.09,22.6,18.6,74.5,0.0,0.0,2
18.09,22.5,18.6,74.5,0.0,0.0,2
18.09,22.5,18.5,75.5,0.0,0.0,2
18.03,22.5,18.3,77.0,0.0,0.0,2
18.09,22.5,17.9,78.5,0.0,0.0,2
18.09,22.5,17.8,78.5,0.0,0.0,2
18.09,22.4,17.7,79.0,0.0,0.0,2
18.09,22.4,17.5,79.5,0.0,0.0,2
18.03,22.4,17.6,79.5,0.0,0.0,2
18.09,22.4,17.8,78.5,0.0,0.0,2
18.09,22.4,17.8,78.0,0.0,0.0,2
18.09,22.4,17.8,78.5,0.0,0.0,2
18.03,22.4,17.5,79.5,0.0,0.0,2
18.03,22.4,17.3,80.5,0.0,0.0,2
18.03,22.3,17.0,81.0,0.0,0.0,2
18.03,22.3,16.7,83.0,0.0,0.0,2
18.03,22.3,16.3,84.5,0.0,0.0,2
18.03,22.3,16.0,85.5,0.0,0.0,2
18.03,22.3,16.2,86.0,0.0,0.0,2
18.03,22.3,15.8,86.5,0.0,0.0,2
18.03,22.2,15.6,87.0,0.0,0.0,2
18.03,22.2,15.3,88.0,0.0,0.0,2
18.03,22.2,15.1,88.5,0.0,0.0,2
18.03,22.2,14.9,89.0,0.0,0.0,2
17.99,22.2,14.9,90.0,0.0,0.0,2
18.03,22.2,14.9,91.0,0.0,0.0,2
18.03,22.2,15.1,91.5,0.0,0.0,2
17.99,22.1,15.1,91.5,0.0,0.0,2
18.03,22.1,15.4,92.0,0.0,0.0,2
18.03,22.1,15.7,92.0,0.0,0.0,2
17.99,22.1,16.2,90.5,0.0,0.0,2
18.03,22.1,16.2,89.5,0.0,0.0,2
18.03,22.1,16.3,88.5,0.0,0.0,2
17.99,22.0,16.3,88.5,0.0,0.0,2
17.99,22.0,16.4,88.0,0.0,0.0,2
17.99,22.0,16.5,87.0,0.0,0.0,2
17.99,22.0,16.5,86.0,0.0,0.0,2
17.99,21.9,16.3,86.5,0.0,0.0,2
17.99,21.9,16.3,85.5,0.0,0.0,2
17.99,21.9,16.2,86.0,0.0,0.0,2
17.99,21.9,16.2,86.0,0.0,0.0,2
17.99,21.9,16.0,86.0,0.0,0.0,2
17.99,21.9,15.9,86.0,0.0,0.0,2
17.99,21.8,15.8,85.5,0.0,0.0,2
17.99,21.8,15.7,85.5,0.0,0.0,2
17.99,21.8,15.6,85.0,0.0,0.0,2
17.99,21.8,15.7,83.5,0.0,0.0,2
17.99,21.8,16.0,81.0,0.0,0.0,2
17.99,21.8,16.6,78.0,0.0,0.0,2
17.95,21.7,16.9,75.5,0.0,0.0,2
17.99,21.7,17.6,72.0,0.0,0.0,2
17.95,21.7,18.4,68.5,0.0,0.0,2
17.95,21.7,21.2,62.0,0.0,0.0,2
17.95,21.7,22.9,58.0,0.0,0.01,2
17.95,21.7,23.6,55.0,0.0,0.01,2
17.95,21.7,24.5,52.0,0.0,0.01,2
17.95,21.7,26.5,50.5,0.0,0.01,2
17.95,21.6,27.0,49.0,0.0,0.01,2
17.95,21.6,27.1,50.0,0.0,0.01,2
17.95,21.6,28.2,47.5,0.0,0.07,2
17.95,21.6,28.7,46.0,0.0,0.07,2
17.95,21.6,29.1,44.5,0.0,0.07,2
17.84,21.6,29.4,43.0,0.0,0.07,2
17.84,21.6,29.8,42.0,0.0,0.07,2
17.95,21.5,29.8,42.5,0.0,0.07,2
17.84,21.5,29.9,42.0,0.0,0.17,2
17.84,21.5,30.3,40.5,0.0,0.17,2
17.84,21.5,30.9,41.0,0.0,0.17,2
17.84,21.5,31.5,39.0,0.0,0.17,2
17.84,21.5,32.3,38.0,0.0,0.17,2
17.84,21.5,32.4,38.0,0.0,0.17,2
17.78,21.5,32.3,37.0,0.1,0.23,2
17.78,21.5,32.0,38.0,0.1,0.23,2
17.84,21.5,32.0,37.5,0.1,0.23,2
17.78,21.5,32.6,37.0,0.1,0.23,2
17.78,21.5,32.5,31.0,0.1,0.23,2
17.78,21.5,33.0,34.0,0.1,0.23,2
17.78,21.6,32.8,29.5,0.0,0.29,2
17.78,21.6,32.2,25.5,0.0,0.29,2
17.78,21.6,32.5,26.0,0.0,0.29,2
17.73,21.6,32.1,27.0,0.0,0.29,2
17.73,21.6,32.3,24.5,0.0,0.29,2
17.73,21.6,32.3,25.0,0.0,0.29,2
17.73,21.7,32.4,28.0,0.0,0.4,2
17.73,21.7,32.4,24.5,0.0,0.4,2
17.73,21.7,32.3,27.0,0.0,0.4,2
17.73,21.7,32.5,26.0,0.0,0.4,2
17.73,21.8,32.3,27.5,0.0,0.4,2
17.67,21.8,33.2,29.0,0.0,0.4,2
17.67,21.8,33.5,26.5,0.1,0.47,2
17.67,21.8,33.1,24.5,0.1,0.47,2
17.73,21.9,33.0,27.0,0.1,0.47,2
17.67,21.9,33.2,26.5,0.1,0.47,2
17.67,21.9,32.9,26.5,0.1,0.47,2
17.67,21.9,32.9,26.0,0.1,0.47,2
17.67,22.0,32.9,26.0,0.3,0.54,2
17.67,22.0,33.1,25.5,0.3,0.54,2
17.67,22.0,33.2,24.5,0.3,0.54,2
17.67,22.1,33.2,23.5,0.3,0.54,2
17.67,22.1,33.3,22.0,0.3,0.54,2
17.67,22.1,33.7,24.5,0.3,0.54,2
17.67,22.1,33.8,20.5,0.0,0.57,2
17.67,22.1,33.9,21.0,0.0,0.57,2
17.67,22.1,33.5,19.5,0.0,0.57,2
17.67,22.1,33.8,20.0,0.0,0.57,2
17.67,22.2,33.6,19.5,0.0,0.57,2
17.58,22.2,33.4,19.5,0.0,0.57,2
17.67,22.2,33.6,18.5,0.2,0.44,2
17.58,22.2,33.5,18.5,0.2,0.44,2
17.58,22.2,33.2,18.5,0.2,0.44,2
17.58,22.2,33.6,19.5,0.2,0.44,2
17.58,22.3,34.1,18.5,0.2,0.44,2
17.67,22.3,33.9,18.5,0.2,0.44,2
17.58,22.3,33.3,19.5,0.1,0.37,2
17.58,22.3,33.6,19.0,0.1,0.37,2
17.58,22.3,33.4,19.5,0.1,0.37,2
17.58,22.3,33.4,19.0,0.1,0.37,2
17.58,22.3,33.7,19.5,0.1,0.37,2
17.58,22.3,33.3,20.5,0.1,0.37,2
17.58,22.3,32.8,20.5,0.0,0.24,2
17.58,22.4,32.2,21.0,0.0,0.24,2
17.58,22.4,31.9,22.0,0.0,0.24,2
17.58,22.4,31.3,23.5,0.0,0.24,2
17.58,22.4,30.6,24.5,0.0,0.24,2
17.58,22.4,29.9,25.5,0.0,0.24,2
17.58,22.4,28.8,27.5,0.0,0.15,2
17.58,22.4,26.7,30.5,0.0,0.15,2
17.58,22.4,25.3,33.0,0.0,0.15,2
17.58,22.4,24.3,35.0,0.0,0.15,2
17.58,22.4,23.4,37.0,0.0,0.15,2
17.58,22.4,22.8,37.0,0.0,0.15,2
17.52,22.4,23.1,35.5,0.0,0.06,2
17.58,22.4,23.2,32.5,0.0,0.06,2
17.52,22.4,23.4,31.5,0.0,0.06,2
17.58,22.4,23.0,32.5,0.0,0.06,2
17.58,22.4,22.0,40.0,0.0,0.06,2
17.58,22.4,20.5,44.5,0.0,0.06,2
17.58,22.4,19.6,46.5,0.0,0.01,2
17.58,22.4,18.9,47.0,0.0,0.01,2
17.58,22.4,18.3,49.5,0.0,0.01,2
17.58,22.4,17.6,51.0,0.0,0.01,2
17.58,22.4,17.6,53.0,0.0,0.01,2
17.58,22.4,17.8,54.0,0.0,0.01,2
17.58,22.4,17.7,54.0,0.0,0.0,2
17.58,22.4,17.6,54.5,0.0,0.0,2
17.58,22.4,17.7,54.5,0.0,0.0,2
17.58,22.4,17.9,45.5,0.0,0.0,2
17.58,22.3,19.4,40.0,0.0,0.0,2
17.52,22.3,19.7,39.0,0.0,0.0,2
17.58,22.3,19.2,41.0,0.0,0.0,2
17.52,22.3,19.1,41.5,0.0,0.0,2
17.52,22.3,18.5,44.5,0.0,0.0,2
17.58,22.3,17.3,50.0,0.0,0.0,2
17.58,22.3,16.3,52.0,0.0,0.0,2
17.58,22.2,15.4,59.0,0.0,0.0,2
17.58,22.2,14.9,64.0,0.0,0.0,2
17.52,22.2,15.0,67.5,0.0,0.0,2
17.58,22.2,14.8,71.0,0.0,0.0,2
17.52,22.2,14.2,73.0,0.0,0.0,2
17.52,22.2,13.7,75.0,0.0,0.0,2
17.58,22.1,13.6,74.5,0.0,0.0,2
17.52,22.1,13.5,78.5,0.0,0.0,2
17.52,22.1,13.0,79.0,0.0,0.0,2
17.52,22.1,12.6,79.5,0.0,0.0,2
17.52,22.1,12.5,81.0,0.0,0.0,2
17.52,22.0,12.3,82.0,0.0,0.0,2
17.52,22.0,12.2,82.5,0.0,0.0,2
17.52,22.0,12.2,84.0,0.0,0.0,2
17.52,22.0,12.1,84.0,0.0,0.0,2
17.52,21.9,12.1,86.0,0.0,0.0,2
17.52,21.9,11.9,83.5,0.0,0.0,2
17.52,21.9,11.6,84.5,0.0,0.0,2
17.52,21.9,11.2,86.0,0.0,0.0,2
17.52,21.9,11.0,85.0,0.0,0.0,2
17.52,21.8,10.9,87.0,0.0,0.0,2
17.48,21.8,11.0,82.5,0.0,0.0,2
17.52,21.8,11.3,81.0,0.0,0.0,2
17.52,21.8,11.4,80.0,0.0,0.0,2
17.52,21.7,10.9,82.5,0.0,0.0,2
17.48,21.7,10.6,83.5,0.0,0.0,2
17.48,21.7,10.3,83.5,0.0,0.0,2
17.52,21.7,10.1,84.5,0.0,0.0,2
17.52,21.6,10.1,85.0,0.0,0.0,2
17.48,21.6,10.1,85.5,0.0,0.0,2
17.48,21.6,10.2,86.0,0.0,0.0,2
17.52,21.6,10.2,86.5,0.0,0.0,2
17.48,21.5,10.2,84.5,0.0,0.0,2
17.48,21.5,10.4,85.0,0.0,0.0,2
17.48,21.5,11.0,83.0,0.0,0.0,2
17.48,21.5,11.4,81.5,0.0,0.0,2
17.48,21.4,11.6,80.0,0.0,0.0,2
17.48,21.4,11.9,79.0,0.0,0.0,2
17.48,21.3,12.4,78.5,0.0,0.0,2
17.48,21.3,13.2,76.0,0.0,0.0,2
17.41,21.3,13.9,75.0,0.0,0.0,2
17.41,21.3,14.8,70.5,0.0,0.0,2
17.41,21.3,17.9,61.0,0.0,0.0,2
17.41,21.2,19.5,53.0,0.0,0.01,2
17.41,21.2,20.9,49.5,0.0,0.01,2
17.48,21.2,22.0,47.5,0.0,0.01,2
17.41,21.1,23.0,44.5,0.0,0.01,2
17.41,21.1,23.6,42.5,0.0,0.01,2
17.41,21.1,24.7,40.5,0.0,0.01,2
17.41,21.1,25.4,39.0,0.0,0.09,2
17.41,21.0,26.2,34.5,0.0,0.09,2
17.37,21.0,26.6,31.0,0.0,0.09,2
17.41,21.0,26.6,29.0,0.0,0.09,2
17.41,21.0,27.5,28.5,0.0,0.09,2
17.41,21.0,27.3,29.5,0.0,0.09,2
17.37,21.0,27.5,27.0,0.0,0.17,2
17.37,20.9,28.3,29.0,0.0,0.17,2
17.37,20.9,28.9,28.0,0.0,0.17,2
17.37,20.9,29.1,26.5,0.0,0.17,2
17.37,20.9,29.5,26.5,0.0,0.17,2
17.37,20.9,29.6,26.5,0.0,0.17,2
17.37,20.9,29.3,27.0,0.0,0.29,2
17.37,20.9,29.6,25.0,0.0,0.29,2
17.37,20.9,29.9,26.0,0.0,0.29,2
17.37,20.9,30.1,28.0,0.0,0.29,2
17.37,20.9,29.9,26.0,0.0,0.29,2
17.26,20.9,29.7,26.5,0.0,0.29,2
17.26,20.9,30.1,28.0,0.0,0.44,2
17.26,20.9,30.3,28.0,0.0,0.44,2
17.26,20.9,30.5,28.0,0.0,0.44,2
17.26,20.9,30.3,25.5,0.0,0.44,2
17.26,20.9,30.3,26.5,0.0,0.44,2
17.37,20.9,30.6,25.5,0.0,0.44,2
17.26,21.0,30.6,25.5,0.0,0.53,2
17.26,21.0,30.7,23.5,0.0,0.53,2
17.26,21.0,30.8,26.5,0.0,0.53,2
17.26,21.0,31.2,26.5,0.0,0.53,2
17.26,21.0,31.2,24.5,0.0,0.53,2
17.26,21.1,31.2,24.0,0.0,0.53,2
17.26,21.1,31.3,24.5,0.0,0.58,2
17.26,21.1,31.3,24.5,0.0,0.58,2
17.26,21.1,31.4,21.5,0.0,0.58,2
17.26,21.2,31.4,22.5,0.0,0.58,2
17.26,21.2,31.4,22.5,0.0,0.58,2
17.26,21.2,31.8,22.5,0.0,0.58,2
17.26,21.2,32.2,22.5,0.0,0.62,2
17.21,21.2,32.4,22.5,0.0,0.62,2
17.26,21.3,32.1,21.0,0.0,0.62,2
17.26,21.3,31.8,23.0,0.0,0.62,2
17.26,21.3,32.2,22.0,0.0,0.62,2
17.26,21.3,32.2,23.0,0.0,0.62,2
17.26,21.4,32.1,22.0,0.0,0.62,2
17.26,21.4,32.1,20.0,0.0,0.62,2
17.26,21.4,32.3,21.5,0.0,0.62,2
17.21,21.5,32.5,22.0,0.0,0.62,2
17.26,21.5,32.6,21.0,0.0,0.62,2
17.26,21.5,32.8,21.0,0.0,0.62,2
17.26,21.5,33.3,20.5,0.0,0.56,2
17.26,21.6,32.2,21.5,0.0,0.56,2
17.26,21.6,32.6,19.5,0.0,0.56,2
17.26,21.6,32.3,21.0,0.0,0.56,2
17.26,21.6,32.6,20.0,0.0,0.56,2
17.26,21.6,32.1,19.0,0.0,0.56,2
17.26,21.7,32.3,20.0,0.0,0.47,2
17.21,21.7,32.0,20.0,0.0,0.47,2
17.26,21.7,31.4,20.0,0.0,0.47,2
17.26,21.7,31.6,19.5,0.0,0.47,2
17.21,21.7,31.8,19.0,0.0,0.47,2
17.26,21.8,31.4,19.5,0.0,0.47,2
17.26,21.8,30.8,18.5,0.0,0.34,2
17.26,21.8,30.9,18.0,0.0,0.34,2
17.26,21.8,30.4,19.0,0.0,0.34,2
17.26,21.8,30.2,19.5,0.0,0.34,2
17.26,21.8,29.8,20.5,0.0,0.34,2
17.26,21.9,29.3,21.0,0.0,0.34,2
17.26,21.9,28.5,22.5,0.0,0.19,2
17.26,21.9,26.5,26.0,0.0,0.19,2
17.26,21.9,24.7,28.5,0.0,0.19,2
17.26,21.9,23.2,32.5,0.0,0.19,2
17.26,21.9,21.9,35.0,0.0,0.19,2
17.26,21.9,20.7,44.5,0.0,0.19,2
17.26,21.9,19.3,46.0,0.0,0.08,2
17.26,21.9,18.2,48.0,0.0,0.08,2
17.26,21.9,17.4,49.5,0.0,0.08,2
17.26,21.9,16.6,53.0,0.0,0.08,2
17.26,21.9,16.3,56.5,0.0,0.08,2
17.26,21.9,15.9,54.0,0.0,0.08,2
17.26,21.9,15.4,56.0,0.0,0.05,2
17.26,21.9,15.3,53.5,0.0,0.05,2
17.26,21.9,15.0,59.0,0.0,0.05,2
17.26,21.9,15.0,53.5,0.0,0.05,2
17.21,21.9,15.6,51.0,0.0,0.05,2
17.26,21.9,15.9,51.5,0.0,0.05,2
17.26,21.9,16.0,50.5,0.0,0.0,2
17.26,21.9,16.1,50.5,0.0,0.0,2
17.26,21.9,16.3,49.0,0.0,0.0,2
17.21,21.9,16.5,48.5,0.0,0.0,2
17.26,21.9,16.6,48.5,0.0,0.0,2
17.26,21.9,16.4,49.0,0.0,0.0,2
17.21,21.8,16.5,48.5,0.0,0.02,2
17.26,21.8,16.5,49.0,0.0,0.02,2
17.26,21.8,16.5,48.5,0.0,0.02,2
17.21,21.8,16.5,48.5,0.0,0.02,2
17.21,21.8,16.6,48.5,0.0,0.02,2
17.21,21.8,16.5,48.0,0.0,0.02,2
17.21,21.8,16.7,47.5,0.0,0.02,2
17.26,21.7,16.6,47.5,0.0,0.02,2
17.21,21.7,16.3,48.0,0.0,0.02,2
17.26,21.7,16.1,49.5,0.0,0.02,2
17.21,21.7,15.8,51.0,0.0,0.02,2
17.21,21.7,15.6,52.0,0.0,0.02,2
17.21,21.6,15.5,52.0,0.0,0.02,2
17.21,21.6,15.5,53.0,0.0,0.02,2
17.21,21.6,15.4,53.0,0.0,0.02,2
17.21,21.6,15.2,53.5,0.0,0.02,2
17.21,21.6,15.2,55.0,0.0,0.02,2
17.21,21.6,14.9,54.5,0.0,0.02,2
17.21,21.5,14.9,55.5,0.0,0.01,2
17.21,21.5,14.7,56.5,0.0,0.01,2
17.21,21.5,14.9,55.0,0.0,0.01,2
17.21,21.5,15.0,55.0,0.0,0.01,2
17.15,21.5,15.0,55.5,0.0,0.01,2
17.21,21.5,14.9,56.0,0.0,0.01,2
17.21,21.4,14.7,56.0,0.0,0.02,2
17.21,21.4,14.5,56.5,0.0,0.02,2
17.21,21.4,14.0,59.0,0.0,0.02,2
17.21,21.4,13.8,60.0,0.0,0.02,2
17.21,21.3,13.6,60.0,0.0,0.02,2
17.21,21.3,13.2,61.5,0.0,0.02,2
17.15,21.3,12.8,63.5,0.0,0.02,2
17.21,21.3,12.5,65.0,0.0,0.02,2
17.21,21.3,12.0,65.0,0.0,0.02,2
17.21,21.3,11.8,68.0,0.0,0.02,2
17.21,21.2,12.0,66.5,0.0,0.02,2
17.15,21.2,12.3,66.0,0.0,0.02,2
17.15,21.2,12.3,65.5,0.0,0.01,2
17.15,21.2,12.4,64.5,0.0,0.01,2
17.15,21.1,12.5,65.0,0.0,0.01,2
17.21,21.1,12.4,67.0,0.0,0.01,2
17.15,21.1,12.4,66.5,0.0,0.01,2
17.15,21.1,12.4,67.0,0.0,0.01,2
17.15,21.1,12.7,65.0,0.0,0.01,2
17.15,21.0,13.2,64.0,0.0,0.01,2
17.15,21.0,13.7,63.0,0.0,0.01,2
17.15,21.0,14.2,62.0,0.0,0.01,2
17.15,21.0,15.2,61.0,0.0,0.01,2
17.15,20.9,16.5,56.5,0.0,0.01,2
17.15,20.9,16.8,55.5,0.0,0.03,2
17.15,20.9,17.1,55.0,0.0,0.03,2
17.15,20.9,17.0,56.0,0.0,0.03,2
17.15,20.9,17.5,55.0,0.0,0.03,2
17.15,20.8,18.5,54.0,0.0,0.03,2
17.11,20.8,20.1,52.0,0.0,0.03,2
17.11,20.8,21.7,49.0,0.0,0.08,2
17.11,20.8,24.9,44.5,0.0,0.08,2
17.11,20.7,25.4,42.5,0.0,0.08,2
17.11,20.7,23.7,45.0,0.0,0.08,2
17.11,20.7,25.3,43.5,0.0,0.08,2
17.11,20.7,26.0,42.0,0.0,0.08,2
17.11,20.7,26.3,40.0,0.0,0.2,2
17.11,20.7,27.7,40.0,0.0,0.2,2
17.04,20.6,27.1,39.0,0.0,0.2,2
16.85,20.6,28.0,37.5,0.0,0.2,2
16.79,20.6,29.0,38.0,0.0,0.2,2
16.85,20.6,29.6,37.5,0.0,0.2,2
16.89,20.6,29.3,34.5,0.0,0.33,2
16.95,20.6,29.4,33.0,0.0,0.33,2
17.15,20.6,28.2,34.0,0.0,0.33,2
17.41,20.5,28.1,35.5,0.0,0.33,2
17.78,20.5,28.6,34.5,0.0,0.33,2
18.35,20.5,29.2,35.0,0.0,0.33,2
19.0,20.5,29.9,33.0,0.0,0.44,2
20.04,20.5,30.1,34.5,0.0,0.44,2
24.79,20.5,30.5,33.5,0.0,0.44,2
28.47,20.5,30.6,34.0,0.0,0.44,0
28.72,20.5,30.5,37.0,0.0,0.44,2
27.43,20.5,30.8,34.5,0.0,0.44,2
26.65,20.6,30.9,31.5,0.0,0.54,2
26.02,20.6,31.3,35.0,0.0,0.54,2
25.57,20.6,31.7,33.5,0.0,0.54,2
25.24,20.6,31.9,33.0,0.0,0.54,2
24.84,20.7,31.6,32.0,0.0,0.54,2
24.68,20.7,32.0,31.5,0.0,0.54,2
24.36,20.7,31.9,30.0,0.0,0.6,2
24.14,20.7,32.1,32.0,0.0,0.6,2
23.93,20.8,32.5,30.0,0.0,0.6,2
23.77,20.8,32.8,30.0,0.0,0.6,2
23.62,20.8,33.2,33.0,0.0,0.6,2
23.5,20.9,33.4,32.0,0.0,0.6,2
23.29,20.9,33.2,27.5,0.0,0.62,2
23.2,20.9,33.5,29.0,0.0,0.62,2
23.03,20.9,33.1,26.0,0.0,0.62,1
22.93,21.0,32.8,28.5,0.0,0.62,2
22.84,21.0,33.8,28.5,0.0,0.62,2
22.66,21.0,34.2,30.0,0.0,0.62,2
22.57,21.0,34.6,29.0,0.0,0.61,2
22.41,21.0,33.8,28.0,0.0,0.61,2
22.37,21.1,33.5,28.0,0.0,0.61,2
22.26,21.1,33.0,30.0,0.0,0.61,2
22.16,21.1,32.7,31.5,0.0,0.61,2
22.1,21.2,32.9,29.5,0.0,0.61,2
22.0,21.2,32.8,33.0,0.0,0.56,2
21.96,21.2,32.9,30.0,0.0,0.56,2
21.85,21.2,33.7,26.0,0.0,0.56,2
21.81,21.2,33.5,28.5,0.0,0.56,2
21.75,21.3,33.6,27.5,0.0,0.56,2
21.71,21.3,34.2,27.5,0.0,0.56,2
21.65,21.3,34.3,24.5,0.0,0.47,2
21.55,21.4,33.8,28.5,0.0,0.47,2
21.49,21.4,32.2,30.0,0.0,0.47,2
21.49,21.4,32.0,30.5,0.0,0.47,2
21.45,21.4,32.0,28.5,0.0,0.47,2
21.45,21.5,31.9,30.0,0.0,0.47,2
21.39,21.5,31.0,30.0,0.0,0.33,2
21.29,21.5,30.5,32.0,0.0,0.33,2
21.29,21.5,30.4,33.0,0.0,0.33,2
21.29,21.5,30.2,32.0,0.0,0.33,2
21.25,21.5,29.6,33.0,0.0,0.33,2
21.25,21.6,28.7,34.0,0.0,0.33,2
21.25,21.6,27.1,36.0,0.0,0.18,2
21.19,21.6,25.7,38.0,0.0,0.18,2
21.25,21.6,24.8,40.0,0.0,0.18,2
21.19,21.6,23.9,43.0,0.0,0.18,2
21.19,21.6,22.9,46.5,0.0,0.18,2
21.19,21.6,22.0,47.5,0.0,0.18,2
21.19,21.6,21.2,50.0,0.0,0.07,2
21.15,21.7,20.4,59.0,0.0,0.07,2
21.19,21.7,19.5,61.5,0.0,0.07,2
21.15,21.7,19.0,59.5,0.0,0.07,2
21.15,21.7,18.5,66.0,0.0,0.07,2
21.15,21.7,18.0,68.5,0.0,0.07,2
21.15,21.7,17.8,66.5,0.0,0.03,2
21.15,21.7,17.4,67.0,0.0,0.03,2
21.15,21.7,17.0,66.5,0.0,0.03,2
21.15,21.7,16.8,71.0,0.0,0.03,2
21.15,21.7,16.5,70.5,0.0,0.03,2
21.15,21.7,16.3,69.5,0.0,0.03,2
21.09,21.7,16.3,71.0,0.0,0.0,2
21.09,21.7,16.3,69.5,0.0,0.0,2
21.09,21.7,16.4,68.5,0.0,0.0,2
21.09,21.7,16.3,68.5,0.0,0.0,2
21.09,21.7,16.3,69.0,0.0,0.0,2
21.09,21.7,16.4,65.5,0.0,0.0,2
21.09,21.7,16.7,63.0,0.0,0.01,2
21.09,21.6,16.7,62.0,0.0,0.01,2
21.09,21.6,16.6,62.0,0.0,0.01,2
21.0,21.6,16.3,61.5,0.0,0.01,2
21.0,21.6,16.5,59.5,0.0,0.01,2
21.09,21.6,16.6,60.0,0.0,0.01,2
21.0,21.6,16.5,59.0,0.0,0.01,2
21.0,21.6,16.7,58.0,0.0,0.01,2
20.96,21.6,17.0,57.0,0.0,0.01,2
20.96,21.6,17.5,56.0,0.0,0.01,2
21.0,21.5,17.7,55.0,0.0,0.01,2
20.96,21.5,18.0,54.0,0.0,0.01,2
20.96,21.5,18.2,53.5,0.0,0.01,2
