datetime,line,Irrigation (ON/OFF),Soil Moisture [RH%],Soil Temperature [C],Environmental Temperature [ C],Environmental Humidity [RH %],Weather Forecast Rainfall [mm],Crop Data Evapotranspiration [mm],Irrigation_Decision,Moisture_Derivative
2023-07-28 00:20:00,1,0,22.0,23.2,18.7,64.0,0.0,0.0,1,0.0
2023-07-28 00:30:00,1,0,22.0,23.2,18.7,63.5,0.0,0.0,1,0.0
2023-07-28 00:40:00,1,0,22.0,23.2,18.7,64.0,0.0,0.0,1,0.0
2023-07-28 00:50:00,1,0,21.96,23.2,18.7,63.5,0.0,0.0,1,-0.03999999999999915
2023-07-28 01:00:00,1,0,22.0,23.1,18.8,63.5,0.0,0.0,1,0.03999999999999915
2023-07-28 01:10:00,1,0,21.96,23.1,18.7,64.0,0.0,0.0,1,-0.03999999999999915
2023-07-28 01:20:00,1,0,21.96,23.1,18.5,64.5,0.0,0.0,1,0.0
2023-07-28 01:30:00,1,0,21.96,23.1,18.2,65.5,0.0,0.0,1,0.0
2023-07-28 01:40:00,1,0,21.96,23.1,18.3,65.5,0.0,0.0,1,0.0
2023-07-28 01:50:00,1,0,21.96,23.0,18.1,67.0,0.0,0.0,1,0.0
2023-07-28 02:00:00,1,0,21.96,23.0,18.3,65.0,0.0,0.0,1,0.0
2023-07-28 02:10:00,1,0,21.9,23.0,18.5,64.0,0.0,0.0,1,-0.060000000000002274
2023-07-28 02:20:00,1,0,21.96,23.0,18.7,63.0,0.0,0.0,1,0.060000000000002274
2023-07-28 02:30:00,1,0,21.9,22.9,18.5,64.5,0.0,0.0,1,-0.060000000000002274
2023-07-28 02:40:00,1,0,21.9,22.9,18.2,65.5,0.0,0.0,1,0.0
2023-07-28 02:50:00,1,0,21.9,22.9,17.9,67.0,0.0,0.0,1,0.0
2023-07-28 03:00:00,1,0,21.9,22.8,17.6,68.0,0.0,0.0,1,0.0
2023-07-28 03:10:00,1,0,21.9,22.8,17.5,67.5,0.0,0.0,1,0.0
2023-07-28 03:20:00,1,0,21.9,22.8,17.4,67.5,0.0,0.0,1,0.0
2023-07-28 03:30:00,1,0,21.9,22.8,17.0,70.5,0.0,0.0,1,0.0
2023-07-28 03:40:00,1,0,21.85,22.8,16.3,73.5,0.0,0.0,1,-0.04999999999999716
2023-07-28 03:50:00,1,0,21.85,22.7,15.7,75.5,0.0,0.0,1,0.0
2023-07-28 04:00:00,1,0,21.85,22.7,15.2,79.5,0.0,0.0,1,0.0
2023-07-28 04:10:00,1,0,21.85,22.7,15.0,79.5,0.0,0.0,1,0.0
2023-07-28 04:20:00,1,0,21.85,22.7,15.6,78.5,0.0,0.0,1,0.0
2023-07-28 04:30:00,1,0,21.85,22.7,16.2,76.5,0.0,0.0,1,0.0
2023-07-28 04:40:00,1,0,21.85,22.6,16.7,75.5,0.0,0.0,1,0.0
2023-07-28 04:50:00,1,0,21.81,22.6,16.8,78.0,0.0,0.0,1,-0.0400000000000027
2023-07-28 05:00:00,1,0,21.85,22.6,16.9,76.5,0.0,0.0,1,0.0400000000000027
2023-07-28 05:10:00,1,0,21.81,22.6,17.3,76.0,0.0,0.0,1,-0.0400000000000027
2023-07-28 05:20:00,1,0,21.81,22.5,17.5,78.0,0.0,0.0,1,0.0
2023-07-28 05:30:00,1,0,21.81,22.5,17.7,76.5,0.0,0.0,1,0.0
2023-07-28 05:40:00,1,0,21.81,22.5,18.2,75.0,0.0,0.0,1,0.0
2023-07-28 05:50:00,1,0,21.81,22.5,18.7,75.5,0.0,0.0,1,0.0
2023-07-28 06:00:00,1,0,21.81,22.4,19.3,72.5,0.0,0.02,1,0.0
2023-07-28 06:10:00,1,0,21.75,22.4,19.9,71.5,0.0,0.02,1,-0.05999999999999872
2023-07-28 06:20:00,1,0,21.75,22.4,20.3,68.5,0.0,0.02,1,0.0
2023-07-28 06:30:00,1,0,21.75,22.4,21.0,67.0,0.0,0.02,1,0.0
2023-07-28 06:40:00,1,0,21.75,22.4,21.6,65.0,0.0,0.02,1,0.0
2023-07-28 06:50:00,1,0,21.65,22.4,22.4,63.5,0.0,0.02,1,-0.10000000000000142
2023-07-28 07:00:00,1,0,21.65,22.4,22.7,63.5,0.0,0.05,1,0.0
2023-07-28 07:10:00,1,0,21.65,22.3,24.0,56.5,0.0,0.05,1,0.0
2023-07-28 07:20:00,1,0,21.65,22.3,26.7,53.5,0.0,0.05,1,0.0
2023-07-28 07:30:00,1,0,21.65,22.3,28.6,47.5,0.0,0.05,1,0.0
2023-07-28 07:40:00,1,0,21.55,22.3,29.9,46.5,0.0,0.05,1,-0.09999999999999787
2023-07-28 07:50:00,1,0,21.39,22.3,30.0,48.0,0.0,0.05,1,-0.16000000000000014
2023-07-28 08:00:00,1,0,21.39,22.3,30.7,44.5,0.0,0.12,1,0.0
2023-07-28 08:10:00,1,0,21.39,22.3,30.8,40.5,0.0,0.12,1,0.0
2023-07-28 08:20:00,1,0,21.39,22.3,31.6,41.0,0.0,0.12,1,0.0
2023-07-28 08:30:00,1,0,21.35,22.3,32.1,41.0,0.0,0.12,1,-0.03999999999999915
2023-07-28 08:40:00,1,0,21.35,22.3,32.6,40.0,0.0,0.12,1,0.0
2023-07-28 08:50:00,1,0,21.35,22.3,32.4,40.0,0.0,0.12,1,0.0
2023-07-28 09:00:00,1,0,21.29,22.3,32.7,42.0,0.0,0.3,1,-0.060000000000002274
2023-07-28 09:10:00,1,0,21.29,22.3,32.7,38.5,0.0,0.3,1,0.0
2023-07-28 09:20:00,1,0,21.29,22.3,32.8,39.0,0.0,0.3,1,0.0
2023-07-28 09:30:00,1,0,21.25,22.3,32.0,42.5,0.0,0.3,1,-0.03999999999999915
2023-07-28 09:40:00,1,0,21.25,22.3,32.1,40.0,0.0,0.3,1,0.0
2023-07-28 09:50:00,1,0,21.19,22.4,32.7,41.5,0.0,0.3,1,-0.05999999999999872
2023-07-28 10:00:00,1,1,21.19,22.4,32.3,44.0,0.0,0.42,1,0.0
2023-07-28 10:10:00,1,1,21.19,22.4,32.0,45.5,0.0,0.42,1,0.0
2023-07-28 10:20:00,1,1,21.09,22.4,32.3,40.5,0.0,0.42,1,-0.10000000000000142
2023-07-28 10:30:00,1,1,21.19,22.5,32.5,42.5,0.0,0.42,1,0.10000000000000142
2023-07-28 10:40:00,1,1,21.19,22.5,33.0,39.0,0.0,0.42,1,0.0
2023-07-28 10:50:00,1,1,21.25,22.5,32.7,42.0,0.0,0.42,1,0.05999999999999872
2023-07-28 11:00:00,1,1,21.55,22.6,32.5,43.5,0.0,0.5,1,0.3000000000000007
2023-07-28 11:10:00,1,1,23.35,22.6,32.6,39.5,0.0,0.5,2,1.8000000000000007
2023-07-28 11:20:00,1,1,25.12,22.7,32.6,37.5,0.0,0.5,2,1.7699999999999996
2023-07-28 11:30:00,1,1,27.02,22.7,32.6,40.5,0.0,0.5,2,1.8999999999999986
2023-07-28 11:40:00,1,1,28.1,22.8,33.1,43.0,0.0,0.5,0,1.0800000000000018
2023-07-28 11:50:00,1,1,28.85,22.9,33.5,39.0,0.0,0.5,0,0.75
2023-07-28 12:00:00,1,1,29.43,22.9,33.5,40.5,0.0,0.58,0,0.5799999999999983
2023-07-28 12:10:00,1,1,29.81,23.0,33.9,38.5,0.0,0.58,0,0.379999999999999
2023-07-28 12:20:00,1,1,30.14,23.1,33.0,37.5,0.0,0.58,0,0.33000000000000185
2023-07-28 12:30:00,1,1,29.94,23.1,33.9,38.0,0.0,0.58,0,-0.1999999999999993
2023-07-28 12:40:00,1,1,29.94,23.2,33.7,37.0,0.0,0.58,0,0.0
2023-07-28 12:50:00,1,1,29.88,23.2,33.9,40.5,0.0,0.58,0,-0.060000000000002274
2023-07-28 13:00:00,1,1,29.94,23.2,34.1,38.0,0.0,0.6,0,0.060000000000002274
2023-07-28 13:10:00,1,1,30.74,23.3,34.1,40.5,0.0,0.6,0,0.7999999999999972
2023-07-28 13:20:00,1,1,31.07,23.3,33.7,41.5,0.0,0.6,0,0.33000000000000185
2023-07-28 13:30:00,1,1,31.13,23.4,33.3,41.0,0.0,0.6,0,0.05999999999999872
2023-07-28 13:40:00,1,1,31.21,23.4,33.4,43.5,0.0,0.6,0,0.08000000000000185
2023-07-28 13:50:00,1,1,31.27,23.4,33.8,40.5,0.0,0.6,0,0.05999999999999872
2023-07-28 14:00:00,1,1,31.35,23.5,34.3,40.0,0.0,0.38,0,0.08000000000000185
2023-07-28 14:10:00,1,1,31.41,23.5,34.4,41.0,0.0,0.38,0,0.05999999999999872
2023-07-28 14:20:00,1,1,31.48,23.5,34.1,41.5,0.0,0.38,0,0.07000000000000028
2023-07-28 14:30:00,1,1,31.9,23.5,34.2,41.0,0.0,0.38,0,0.41999999999999815
2023-07-28 14:40:00,1,1,31.9,23.5,34.1,42.0,0.0,0.38,0,0.0
2023-07-28 14:50:00,1,1,31.96,23.5,34.6,40.5,0.0,0.38,0,0.060000000000002274
2023-07-28 15:00:00,1,1,31.96,23.5,34.1,41.0,0.0,0.4,0,0.0
2023-07-28 15:10:00,1,1,30.74,23.5,33.9,41.5,0.0,0.4,0,-1.2200000000000024
2023-07-28 15:20:00,1,0,29.88,23.5,33.9,41.0,0.0,0.4,0,-0.8599999999999994
2023-07-28 15:30:00,1,0,29.36,23.5,33.7,41.0,0.0,0.4,0,-0.5199999999999996
2023-07-28 15:40:00,1,0,28.92,23.5,31.9,43.0,0.0,0.4,0,-0.4399999999999977
2023-07-28 15:50:00,1,0,28.53,23.5,30.4,46.0,0.0,0.4,0,-0.39000000000000057
2023-07-28 16:00:00,1,0,28.35,23.5,29.6,48.5,0.0,0.4,0,-0.17999999999999972
2023-07-28 16:10:00,1,0,28.17,23.5,29.2,48.5,0.0,0.4,0,-0.17999999999999972
2023-07-28 16:20:00,1,0,27.98,23.5,29.4,49.0,0.0,0.4,0,-0.19000000000000128
2023-07-28 16:30:00,1,0,27.79,23.5,29.1,49.5,0.0,0.4,0,-0.19000000000000128
2023-07-28 16:40:00,1,0,27.67,23.5,28.5,50.5,0.0,0.4,0,-0.11999999999999744
2023-07-28 16:50:00,1,0,27.6,23.5,29.0,50.5,0.0,0.4,0,-0.07000000000000028
2023-07-28 17:00:00,1,0,27.48,23.5,30.2,48.5,0.0,0.29,0,-0.120000000000001
2023-07-28 17:10:00,1,0,27.43,23.5,29.6,47.0,0.0,0.29,0,-0.05000000000000071
2023-07-28 17:20:00,1,0,27.31,23.5,29.8,47.5,0.0,0.29,2,-0.120000000000001
2023-07-28 17:30:00,1,0,27.19,23.5,29.8,47.0,0.0,0.29,2,-0.11999999999999744
2023-07-28 17:40:00,1,0,27.14,23.5,28.8,49.0,0.0,0.29,2,-0.05000000000000071
2023-07-28 17:50:00,1,0,27.07,23.5,28.4,50.5,0.0,0.29,2,-0.07000000000000028
2023-07-28 18:00:00,1,0,27.02,23.5,27.9,51.5,0.0,0.18,2,-0.05000000000000071
2023-07-28 18:10:00,1,0,26.95,23.5,27.0,53.5,0.0,0.18,2,-0.07000000000000028
2023-07-28 18:20:00,1,0,26.9,23.5,26.5,54.5,0.0,0.18,2,-0.05000000000000071
2023-07-28 18:30:00,1,0,26.9,23.5,26.2,55.0,0.0,0.18,2,0.0
2023-07-28 18:40:00,1,0,26.84,23.5,25.9,56.0,0.0,0.18,2,-0.05999999999999872
2023-07-28 18:50:00,1,0,26.84,23.5,25.6,57.0,0.0,0.18,2,0.0
2023-07-28 19:00:00,1,0,26.77,23.5,25.4,58.0,0.0,0.08,2,-0.07000000000000028
2023-07-28 19:10:00,1,0,26.72,23.5,25.1,58.5,0.0,0.08,2,-0.05000000000000071
2023-07-28 19:20:00,1,0,26.72,23.5,25.0,59.0,0.0,0.08,2,0.0
2023-07-28 19:30:00,1,0,26.65,23.5,24.9,60.5,0.0,0.08,2,-0.07000000000000028
2023-07-28 19:40:00,1,0,26.65,23.5,24.6,60.5,0.0,0.08,2,0.0
2023-07-28 19:50:00,1,0,26.65,23.5,24.6,61.0,0.0,0.08,2,0.0
2023-07-28 20:00:00,1,0,26.65,23.5,24.5,62.0,0.0,0.02,2,0.0
2023-07-28 20:10:00,1,0,26.6,23.5,24.3,62.5,0.0,0.02,2,-0.04999999999999716
2023-07-28 20:20:00,1,0,26.49,23.5,24.0,63.0,0.0,0.02,2,-0.11000000000000298
2023-07-28 20:30:00,1,0,26.49,23.5,23.8,63.5,0.0,0.02,2,0.0
2023-07-28 20:40:00,1,0,26.49,23.5,23.6,64.5,0.0,0.02,2,0.0
2023-07-28 20:50:00,1,0,26.49,23.5,23.4,65.0,0.0,0.02,2,0.0
2023-07-28 21:00:00,1,0,26.42,23.4,23.3,65.5,0.0,0.0,2,-0.06999999999999673
2023-07-28 21:10:00,1,0,26.42,23.4,23.4,65.5,0.0,0.0,2,0.0
2023-07-28 21:20:00,1,0,26.37,23.4,23.3,66.0,0.0,0.0,2,-0.05000000000000071
2023-07-28 21:30:00,1,0,26.37,23.4,23.1,66.5,0.0,0.0,2,0.0
2023-07-28 21:40:00,1,0,26.37,23.4,23.1,67.0,0.0,0.0,2,0.0
2023-07-28 21:50:00,1,0,26.32,23.4,23.1,67.0,0.0,0.0,2,-0.05000000000000071
2023-07-28 22:00:00,1,0,26.32,23.4,22.9,68.0,0.0,0.0,2,0.0
2023-07-28 22:10:00,1,0,26.32,23.4,22.7,68.0,0.0,0.0,2,0.0
2023-07-28 22:20:00,1,0,26.25,23.4,22.6,69.5,0.0,0.0,2,-0.07000000000000028
2023-07-28 22:30:00,1,0,26.25,23.4,22.4,70.0,0.0,0.0,2,0.0
2023-07-28 22:40:00,1,0,26.25,23.4,22.5,70.0,0.0,0.0,2,0.0
2023-07-28 22:50:00,1,0,26.19,23.3,22.3,70.5,0.0,0.0,2,-0.05999999999999872
2023-07-28 23:00:00,1,0,26.19,23.3,22.0,71.5,0.0,0.0,2,0.0
2023-07-28 23:10:00,1,0,26.19,23.3,22.0,72.0,0.0,0.0,2,0.0
2023-07-28 23:20:00,1,0,26.19,23.3,22.0,72.0,0.0,0.0,2,0.0
2023-07-28 23:30:00,1,0,26.14,23.3,21.9,72.5,0.0,0.0,2,-0.05000000000000071
2023-07-28 23:40:00,1,0,26.14,23.3,22.0,72.5,0.0,0.0,2,0.0
2023-07-28 23:50:00,1,0,26.14,23.3,22.1,72.5,0.0,0.0,2,0.0
2023-07-29 00:00:00,1,0,26.14,23.3,22.1,72.5,0.0,0.0,2,0.0
2023-07-29 00:10:00,1,0,26.09,23.3,21.9,72.5,0.0,0.0,2,-0.05000000000000071
2023-07-29 00:20:00,1,0,26.14,23.2,22.0,73.0,0.0,0.0,2,0.05000000000000071
2023-07-29 00:30:00,1,0,26.09,23.2,22.0,72.5,0.0,0.0,2,-0.05000000000000071
2023-07-29 00:40:00,1,0,26.09,23.2,21.9,73.0,0.0,0.0,2,0.0
2023-07-29 00:50:00,1,0,26.02,23.2,21.6,74.0,0.0,0.0,2,-0.07000000000000028
2023-07-29 01:00:00,1,0,26.02,23.2,21.4,74.5,0.0,0.0,2,0.0
2023-07-29 01:10:00,1,0,26.02,23.2,21.2,75.0,0.0,0.0,2,0.0
2023-07-29 01:20:00,1,0,26.02,23.2,21.1,76.0,0.0,0.0,2,0.0
2023-07-29 01:30:00,1,0,25.96,23.2,20.9,76.5,0.0,0.0,2,-0.05999999999999872
2023-07-29 01:40:00,1,0,25.96,23.2,20.7,77.0,0.0,0.0,2,0.0
2023-07-29 01:50:00,1,0,25.96,23.1,20.7,79.0,0.0,0.0,2,0.0
2023-07-29 02:00:00,1,0,25.96,23.1,20.1,80.0,0.0,0.0,2,0.0
2023-07-29 02:10:00,1,0,25.96,23.1,19.8,81.5,0.0,0.0,2,0.0
2023-07-29 02:20:00,1,0,25.96,23.1,19.5,82.0,0.0,0.0,2,0.0
2023-07-29 02:30:00,1,0,25.96,23.1,19.3,82.5,0.0,0.0,2,0.0
2023-07-29 02:40:00,1,0,25.86,23.1,18.9,83.5,0.0,0.0,2,-0.10000000000000142
2023-07-29 02:50:00,1,0,25.86,23.1,18.6,84.5,0.0,0.0,2,0.0
2023-07-29 03:00:00,1,0,25.86,23.1,18.3,85.0,0.0,0.0,2,0.0
2023-07-29 03:10:00,1,0,25.8,23.0,18.3,86.0,0.0,0.0,2,-0.05999999999999872
2023-07-29 03:20:00,1,0,25.8,23.0,18.0,87.0,0.0,0.0,2,0.0
2023-07-29 03:30:00,1,0,25.8,23.0,17.9,87.0,0.0,0.0,2,0.0
2023-07-29 03:40:00,1,0,25.8,23.0,17.8,88.0,0.0,0.0,2,0.0
2023-07-29 03:50:00,1,0,25.8,23.0,17.7,88.5,0.0,0.0,2,0.0
2023-07-29 04:00:00,1,0,25.8,23.0,17.8,88.5,0.0,0.0,2,0.0
2023-07-29 04:10:00,1,0,25.8,23.0,17.8,88.5,0.0,0.0,2,0.0
2023-07-29 04:20:00,1,0,25.75,22.9,17.8,89.0,0.0,0.0,2,-0.05000000000000071
2023-07-29 04:30:00,1,0,25.75,22.9,17.9,89.0,0.0,0.0,2,0.0
2023-07-29 04:40:00,1,0,25.75,22.9,18.3,89.0,0.0,0.0,2,0.0
2023-07-29 04:50:00,1,0,25.75,22.9,18.7,88.0,0.0,0.0,2,0.0
2023-07-29 05:00:00,1,0,25.75,22.9,19.3,87.5,0.0,0.0,2,0.0
2023-07-29 05:10:00,1,0,25.75,22.8,19.9,86.5,0.0,0.0,2,0.0
2023-07-29 05:20:00,1,0,25.68,22.8,20.4,86.0,0.0,0.0,2,-0.07000000000000028
2023-07-29 05:30:00,1,0,25.68,22.8,21.3,83.0,0.0,0.0,2,0.0
2023-07-29 05:40:00,1,0,25.68,22.8,23.0,78.5,0.0,0.0,2,0.0
2023-07-29 05:50:00,1,0,25.68,22.8,23.4,78.0,0.0,0.0,2,0.0
2023-07-29 06:00:00,1,0,25.68,22.8,23.6,75.5,0.0,0.01,2,0.0
2023-07-29 06:10:00,1,0,25.68,22.7,24.7,73.5,0.0,0.01,2,0.0
2023-07-29 06:20:00,1,0,25.62,22.7,27.4,66.5,0.0,0.01,2,-0.05999999999999872
2023-07-29 06:30:00,1,0,25.62,22.7,29.5,60.0,0.0,0.01,2,0.0
2023-07-29 06:40:00,1,0,25.62,22.7,29.9,57.0,0.0,0.01,2,0.0
2023-07-29 06:50:00,1,0,25.62,22.7,30.8,56.5,0.0,0.01,2,0.0
2023-07-29 07:00:00,1,0,25.57,22.7,31.6,51.0,0.0,0.08,2,-0.05000000000000071
2023-07-29 07:10:00,1,0,25.57,22.7,32.6,48.0,0.0,0.08,2,0.0
2023-07-29 07:20:00,1,0,25.51,22.7,32.6,49.0,0.0,0.08,2,-0.05999999999999872
2023-07-29 07:30:00,1,0,25.51,22.6,33.0,50.0,0.0,0.08,2,0.0
2023-07-29 07:40:00,1,0,25.51,22.6,33.0,49.0,0.0,0.08,2,0.0
2023-07-29 07:50:00,1,0,25.51,22.6,33.2,46.5,0.0,0.08,2,0.0
2023-07-29 08:00:00,1,0,25.46,22.7,33.2,45.5,0.0,0.17,2,-0.05000000000000071
2023-07-29 08:10:00,1,0,25.46,22.6,33.1,48.5,0.0,0.17,2,0.0
2023-07-29 08:20:00,1,0,25.46,22.7,33.4,47.0,0.0,0.17,2,0.0
2023-07-29 08:30:00,1,1,25.41,22.7,34.1,44.5,0.0,0.17,2,-0.05000000000000071
2023-07-29 08:40:00,1,1,25.41,22.7,33.8,45.5,0.0,0.17,2,0.0
2023-07-29 08:50:00,1,1,25.35,22.7,33.8,48.5,0.0,0.17,2,-0.05999999999999872
2023-07-29 09:00:00,1,1,25.41,22.7,33.8,45.0,0.0,0.29,2,0.05999999999999872
2023-07-29 09:10:00,1,1,28.22,22.7,33.9,46.0,0.0,0.29,0,2.8099999999999987
2023-07-29 09:20:00,1,1,29.94,22.7,32.6,50.0,0.0,0.29,0,1.7200000000000024
2023-07-29 09:30:00,1,1,30.93,22.7,33.4,46.0,0.0,0.29,0,0.9899999999999984
2023-07-29 09:40:00,1,1,31.35,22.8,33.9,50.0,0.0,0.29,0,0.4200000000000017
2023-07-29 09:50:00,1,1,31.35,22.8,34.4,48.5,0.0,0.29,0,0.0
2023-07-29 10:00:00,1,1,31.61,22.8,34.3,47.0,0.1,0.31,0,0.259999999999998
2023-07-29 10:10:00,1,1,31.61,22.9,34.0,45.5,0.1,0.31,0,0.0
2023-07-29 10:20:00,1,1,31.74,22.9,32.8,50.5,0.1,0.31,0,0.129999999999999
2023-07-29 10:30:00,1,1,31.68,22.9,33.4,46.0,0.1,0.31,0,-0.05999999999999872
2023-07-29 10:40:00,1,1,31.61,22.9,34.3,47.5,0.1,0.31,0,-0.07000000000000028
2023-07-29 10:50:00,1,1,31.35,23.0,34.6,48.0,0.1,0.31,0,-0.259999999999998
2023-07-29 11:00:00,1,1,31.35,23.0,34.7,43.0,0.1,0.4,0,0.0
2023-07-29 11:10:00,1,1,31.21,23.0,34.4,45.5,0.1,0.4,0,-0.14000000000000057
2023-07-29 11:20:00,1,1,31.13,23.0,33.9,47.0,0.1,0.4,0,-0.08000000000000185
2023-07-29 11:30:00,1,1,31.13,23.0,34.5,44.0,0.1,0.4,0,0.0
2023-07-29 11:40:00,1,0,31.13,23.0,33.5,48.0,0.1,0.4,0,0.0
2023-07-29 11:50:00,1,1,31.21,23.1,34.0,44.5,0.1,0.4,0,0.08000000000000185
2023-07-29 12:00:00,1,1,31.13,23.1,35.1,44.5,0.1,0.45,0,-0.08000000000000185
2023-07-29 12:10:00,1,1,31.61,23.1,34.3,46.5,0.1,0.45,0,0.4800000000000004
2023-07-29 12:20:00,1,1,30.66,23.2,33.6,44.5,0.1,0.45,0,-0.9499999999999993
2023-07-29 12:30:00,1,1,30.33,23.2,35.1,46.0,0.1,0.45,0,-0.33000000000000185
2023-07-29 12:40:00,1,1,30.26,23.2,35.1,44.5,0.1,0.45,0,-0.06999999999999673
2023-07-29 12:50:00,1,1,30.2,23.2,35.2,44.5,0.1,0.45,0,-0.060000000000002274
2023-07-29 13:00:00,1,1,30.2,23.3,35.8,43.0,0.0,0.52,0,0.0
2023-07-29 13:10:00,1,1,30.2,23.3,35.9,44.0,0.0,0.52,0,0.0
2023-07-29 13:20:00,1,1,30.2,23.3,35.5,47.5,0.0,0.52,0,0.0
2023-07-29 13:30:00,1,1,30.2,23.4,35.7,41.0,0.0,0.52,0,0.0
2023-07-29 13:40:00,1,1,30.2,23.4,35.7,44.0,0.0,0.52,0,0.0
2023-07-29 13:50:00,1,1,30.26,23.4,36.3,43.0,0.0,0.52,0,0.060000000000002274
2023-07-29 14:00:00,1,1,30.93,23.5,36.4,46.5,0.1,0.56,0,0.6699999999999982
2023-07-29 14:10:00,1,1,31.07,23.6,36.4,41.5,0.1,0.56,0,0.14000000000000057
2023-07-29 14:20:00,1,1,31.21,23.7,36.0,42.0,0.1,0.56,0,0.14000000000000057
2023-07-29 14:30:00,1,1,31.21,23.7,37.0,43.0,0.1,0.56,0,0.0
2023-07-29 14:40:00,1,1,31.07,23.8,37.9,38.0,0.1,0.56,0,-0.14000000000000057
2023-07-29 14:50:00,1,1,30.01,23.9,37.5,39.0,0.1,0.56,0,-1.0599999999999987
2023-07-29 15:00:00,1,1,29.49,23.9,36.9,39.5,0.0,0.53,0,-0.5200000000000031
2023-07-29 15:10:00,1,1,30.26,24.0,36.1,40.0,0.0,0.53,0,0.7700000000000031
2023-07-29 15:20:00,1,1,31.0,24.0,35.4,41.5,0.0,0.53,0,0.7399999999999984
2023-07-29 15:30:00,1,1,31.27,24.1,35.7,40.0,0.0,0.53,0,0.2699999999999996
2023-07-29 15:40:00,1,1,31.41,24.2,34.7,42.5,0.0,0.53,0,0.14000000000000057
2023-07-29 15:50:00,1,1,31.48,24.3,35.3,42.5,0.0,0.53,0,0.07000000000000028
2023-07-29 16:00:00,1,1,31.41,24.4,34.9,41.0,0.0,0.45,0,-0.07000000000000028
2023-07-29 16:10:00,1,0,30.41,24.4,34.8,41.5,0.0,0.45,0,-1.0
2023-07-29 16:20:00,1,0,29.75,24.4,34.4,41.5,0.0,0.45,0,-0.6600000000000001
2023-07-29 16:30:00,1,0,29.23,24.4,34.2,41.5,0.0,0.45,0,-0.5199999999999996
2023-07-29 16:40:00,1,0,28.97,24.4,34.0,41.5,0.0,0.45,0,-0.26000000000000156
2023-07-29 16:50:00,1,0,28.72,24.4,33.5,42.5,0.0,0.45,0,-0.25
2023-07-29 17:00:00,1,0,28.4,24.4,33.5,43.0,0.0,0.34,0,-0.3200000000000003
2023-07-29 17:10:00,1,0,28.22,24.4,33.2,43.0,0.0,0.34,0,-0.17999999999999972
2023-07-29 17:20:00,1,0,28.1,24.4,32.7,44.5,0.0,0.34,0,-0.11999999999999744
2023-07-29 17:30:00,1,0,27.98,24.4,32.1,45.5,0.0,0.34,0,-0.120000000000001
2023-07-29 17:40:00,1,0,27.79,24.4,31.9,46.5,0.0,0.34,0,-0.19000000000000128
2023-07-29 17:50:00,1,0,27.72,24.4,31.5,46.5,0.0,0.34,0,-0.07000000000000028
2023-07-29 18:00:00,1,0,27.6,24.4,30.7,47.5,0.0,0.22,0,-0.11999999999999744
2023-07-29 18:10:00,1,0,27.55,24.4,29.5,49.5,0.0,0.22,0,-0.05000000000000071
2023-07-29 18:20:00,1,0,27.48,24.4,28.7,51.0,0.0,0.22,0,-0.07000000000000028
2023-07-29 18:30:00,1,0,27.43,24.4,28.7,51.0,0.0,0.22,0,-0.05000000000000071
2023-07-29 18:40:00,1,0,27.36,24.4,27.6,53.0,0.0,0.22,2,-0.07000000000000028
2023-07-29 18:50:00,1,0,27.31,24.4,27.3,54.0,0.0,0.22,2,-0.05000000000000071
2023-07-29 19:00:00,1,0,27.14,24.4,27.0,54.5,0.0,0.09,2,-0.16999999999999815
2023-07-29 19:10:00,1,0,27.14,24.4,26.7,55.5,0.0,0.09,2,0.0
2023-07-29 19:20:00,1,0,27.14,24.4,26.5,56.5,0.0,0.09,2,0.0
2023-07-29 19:30:00,1,0,27.07,24.3,26.2,57.0,0.0,0.09,2,-0.07000000000000028
2023-07-29 19:40:00,1,0,27.07,24.3,26.0,58.0,0.0,0.09,2,0.0
2023-07-29 19:50:00,1,0,26.95,24.3,25.8,58.5,0.0,0.09,2,-0.120000000000001
2023-07-29 20:00:00,1,0,26.95,24.3,25.7,59.0,0.0,0.02,2,0.0
2023-07-29 20:10:00,1,0,26.9,24.3,25.4,59.0,0.0,0.02,2,-0.05000000000000071
2023-07-29 20:20:00,1,0,26.9,24.3,25.4,59.5,0.0,0.02,2,0.0
2023-07-29 20:30:00,1,0,26.84,24.3,25.3,59.5,0.0,0.02,2,-0.05999999999999872
2023-07-29 20:40:00,1,0,26.77,24.3,25.2,59.0,0.0,0.02,2,-0.07000000000000028
2023-07-29 20:50:00,1,0,26.77,24.3,25.2,59.0,0.0,0.02,2,0.0
2023-07-29 21:00:00,1,0,26.72,24.3,25.0,60.0,0.0,0.0,2,-0.05000000000000071
2023-07-29 21:10:00,1,0,26.72,24.2,24.8,60.5,0.0,0.0,2,0.0
2023-07-29 21:20:00,1,0,26.6,24.2,24.8,61.0,0.0,0.0,2,-0.11999999999999744
2023-07-29 21:30:00,1,0,26.6,24.2,24.8,60.5,0.0,0.0,2,0.0
2023-07-29 21:40:00,1,0,26.6,24.2,24.8,61.0,0.0,0.0,2,0.0
2023-07-29 21:50:00,1,0,26.6,24.2,24.6,61.5,0.0,0.0,2,0.0
2023-07-29 22:00:00,1,0,26.6,24.2,24.6,61.5,0.0,0.0,2,0.0
2023-07-29 22:10:00,1,0,26.49,24.2,24.6,61.5,0.0,0.0,2,-0.11000000000000298
2023-07-29 22:20:00,1,0,26.49,24.1,24.7,62.0,0.0,0.0,2,0.0
