datetime,Irrigation (ON/OFF),Soil Moisture [RH%],Soil Temperature [C],Soil Electrical Conductivity,Daily Hour,Environmental Temperature [ C],Environmental Humidity [RH %]
2023-07-21 09:20:00,0.0,25.01,26.1,232.0,9,35.4,44.0
2023-07-21 09:30:00,0.0,24.95,26.1,231.0,9,35.9,43.0
2023-07-21 09:40:00,0.0,24.95,26.2,229.0,9,36.4,43.5
2023-07-21 09:50:00,0.0,24.9,26.3,227.0,9,37.5,41.0
2023-07-21 10:00:00,1.0,24.9,26.3,225.0,10,37.4,40.5
2023-07-21 10:10:00,1.0,24.9,26.4,224.0,10,36.2,39.5
2023-07-21 10:20:00,1.0,24.9,26.5,223.0,10,35.7,39.0
2023-07-21 10:30:00,1.0,25.12,26.5,214.0,10,34.9,38.5
2023-07-21 10:40:00,1.0,26.49,26.5,207.0,10,33.4,41.0
2023-07-21 10:50:00,1.0,28.22,26.5,202.0,10,32.9,43.5
2023-07-21 11:00:00,1.0,29.49,26.4,206.0,11,32.1,46.0
2023-07-21 11:10:00,1.0,30.41,26.3,214.0,11,30.4,53.5
2023-07-21 11:20:00,1.0,31.48,26.2,238.0,11,29.5,56.5
2023-07-21 11:30:00,1.0,32.24,26.1,255.0,11,30.0,56.0
2023-07-21 11:40:00,1.0,32.72,25.9,262.0,11,30.3,55.0
2023-07-21 11:50:00,1.0,32.93,25.8,268.0,11,30.6,53.0
2023-07-21 12:00:00,1.0,33.09,25.6,274.0,12,31.2,50.5
2023-07-21 12:10:00,1.0,33.29,25.5,285.0,12,32.2,50.0
2023-07-21 12:20:00,1.0,33.43,25.4,326.0,12,32.0,50.0
2023-07-21 12:30:00,1.0,33.66,25.4,372.0,12,32.5,49.0
2023-07-21 12:40:00,1.0,33.87,25.3,431.0,12,32.9,48.5
2023-07-21 12:50:00,1.0,34.16,25.2,461.0,12,32.7,48.0
2023-07-21 13:00:00,1.0,34.31,25.1,484.0,13,33.0,49.0
2023-07-21 13:10:00,1.0,34.47,25.1,494.0,13,33.1,49.5
2023-07-21 13:20:00,1.0,34.47,25.0,502.0,13,34.0,46.0
2023-07-21 13:30:00,1.0,34.68,25.0,505.0,13,34.1,46.0
2023-07-21 13:40:00,1.0,34.68,24.9,511.0,13,34.1,47.0
2023-07-21 13:50:00,1.0,34.83,24.9,514.0,13,34.3,46.0
2023-07-21 14:00:00,1.0,34.91,24.8,517.0,14,34.7,45.5
2023-07-21 14:10:00,1.0,34.98,24.8,519.0,14,35.2,43.5
2023-07-21 14:20:00,1.0,35.05,24.8,521.0,14,35.4,42.0
2023-07-21 14:30:00,1.0,35.05,24.7,523.0,14,35.5,42.0
2023-07-21 14:40:00,1.0,35.13,24.7,524.0,14,35.7,42.0
2023-07-21 14:50:00,1.0,35.2,24.7,525.0,14,34.9,42.5
2023-07-21 15:00:00,1.0,35.2,24.7,525.0,15,30.6,60.5
2023-07-21 15:10:00,1.0,35.28,24.6,527.0,15,29.1,57.0
2023-07-21 15:20:00,1.0,35.28,24.6,526.0,15,29.2,54.5
2023-07-21 15:30:00,1.0,35.28,24.5,525.0,15,30.7,52.0
2023-07-21 15:40:00,1.0,35.34,24.4,526.0,15,30.4,50.0
2023-07-21 15:50:00,1.0,35.34,24.4,526.0,15,30.4,50.5
2023-07-21 16:00:00,1.0,35.34,24.3,525.0,16,30.5,50.0
2023-07-21 16:10:00,1.0,35.43,24.2,525.0,16,30.9,48.5
2023-07-21 16:20:00,1.0,35.34,24.1,525.0,16,30.3,48.0
2023-07-21 16:30:00,1.0,35.43,24.1,524.0,16,29.9,49.5
2023-07-21 16:40:00,1.0,35.43,24.0,524.0,16,30.2,47.5
2023-07-21 16:50:00,1.0,35.43,23.9,523.0,16,32.0,45.0
2023-07-21 17:00:00,1.0,35.5,23.9,523.0,17,32.6,44.5
2023-07-21 17:10:00,1.0,35.5,23.8,523.0,17,32.3,44.0
2023-07-21 17:20:00,1.0,35.5,23.7,521.0,17,31.6,45.0
2023-07-21 17:30:00,1.0,35.5,23.7,521.0,17,31.9,45.0
2023-07-21 17:40:00,1.0,35.5,23.6,519.0,17,31.9,45.0
2023-07-21 17:50:00,1.0,35.5,23.6,518.0,17,31.6,47.0
2023-07-21 18:00:00,1.0,35.5,23.5,515.0,18,31.3,45.5
2023-07-21 18:10:00,1.0,35.5,23.5,515.0,18,30.5,48.5
2023-07-21 18:20:00,1.0,35.5,23.4,513.0,18,29.1,60.0
2023-07-21 18:30:00,1.0,35.65,23.4,514.0,18,28.0,62.5
2023-07-21 18:40:00,1.0,35.65,23.3,512.0,18,27.2,64.5
2023-07-21 18:50:00,1.0,35.65,23.3,511.0,18,26.6,66.0
2023-07-21 19:00:00,1.0,35.65,23.2,509.0,19,26.3,67.0
2023-07-21 19:10:00,1.0,35.65,23.2,509.0,19,26.0,67.5
2023-07-21 19:20:00,1.0,35.65,23.1,507.0,19,25.8,66.5
2023-07-21 19:30:00,1.0,35.65,23.1,506.0,19,25.6,66.5
2023-07-21 19:40:00,1.0,35.73,23.0,506.0,19,25.3,67.5
2023-07-21 19:50:00,1.0,35.65,22.9,504.0,19,25.1,68.0
2023-07-21 20:00:00,1.0,35.73,22.8,504.0,20,24.8,68.5
2023-07-21 20:10:00,1.0,35.73,22.8,503.0,20,24.6,69.0
2023-07-21 20:20:00,1.0,35.73,22.7,502.0,20,24.8,68.5
2023-07-21 20:30:00,1.0,35.73,22.6,501.0,20,24.8,69.0
2023-07-21 20:40:00,1.0,35.73,22.5,502.0,20,24.7,69.5
2023-07-21 20:50:00,1.0,35.73,22.5,500.0,20,24.4,70.0
2023-07-21 21:00:00,1.0,35.73,22.5,500.0,21,24.4,70.5
2023-07-21 21:10:00,1.0,35.73,22.3,500.0,21,24.4,70.5
2023-07-21 21:20:00,1.0,35.81,22.3,499.0,21,24.1,71.5
2023-07-21 21:30:00,1.0,35.73,22.2,498.0,21,24.0,72.0
2023-07-21 21:40:00,1.0,35.81,22.1,498.0,21,24.0,72.0
2023-07-21 21:50:00,1.0,35.81,22.1,497.0,21,23.8,71.0
2023-07-21 22:00:00,1.0,35.43,22.0,492.0,22,23.4,71.5
2023-07-21 22:10:00,1.0,35.05,22.0,487.0,22,23.2,72.5
2023-07-21 22:20:00,1.0,34.68,21.9,480.0,22,22.9,73.5
2023-07-21 22:30:00,1.0,34.54,21.9,477.0,22,22.7,73.5
2023-07-21 22:40:00,1.0,34.47,21.9,474.0,22,22.6,74.0
2023-07-21 22:50:00,1.0,34.38,21.9,472.0,22,22.3,75.0
2023-07-21 23:00:00,1.0,34.31,21.9,471.0,23,22.1,75.5
2023-07-21 23:10:00,1.0,34.31,21.9,469.0,23,21.7,77.5
2023-07-21 23:20:00,1.0,34.31,21.9,468.0,23,21.7,78.5
2023-07-21 23:30:00,1.0,34.31,21.9,467.0,23,21.5,78.5
2023-07-21 23:40:00,1.0,34.24,21.9,466.0,23,20.9,80.5
2023-07-21 23:50:00,1.0,34.31,21.9,466.0,23,20.4,83.0
2023-07-22 00:00:00,1.0,34.24,21.9,465.0,0,19.9,83.5
2023-07-22 00:10:00,1.0,34.31,21.9,464.0,0,19.9,84.5
2023-07-22 00:20:00,1.0,34.24,21.9,463.0,0,19.9,84.5
2023-07-22 00:30:00,1.0,34.31,21.9,463.0,0,19.7,85.0
2023-07-22 00:40:00,1.0,34.31,21.9,464.0,0,19.8,85.0
2023-07-22 00:50:00,1.0,34.31,21.9,463.0,0,20.0,85.0
2023-07-22 01:00:00,1.0,34.31,21.9,463.0,1,19.8,85.0
2023-07-22 01:10:00,1.0,34.31,21.9,463.0,1,19.7,85.5
2023-07-22 01:20:00,1.0,34.31,21.9,462.0,1,19.8,85.0
2023-07-22 01:30:00,1.0,34.31,21.9,462.0,1,20.0,84.5
2023-07-22 01:40:00,1.0,34.31,21.9,462.0,1,19.8,85.0
2023-07-22 01:50:00,1.0,34.31,21.9,462.0,1,19.4,86.0
2023-07-22 02:00:00,1.0,34.31,21.9,461.0,2,19.5,86.0
2023-07-22 02:10:00,1.0,34.38,21.9,461.0,2,19.4,86.5
2023-07-22 02:20:00,1.0,34.31,21.8,461.0,2,19.1,87.5
2023-07-22 02:30:00,1.0,34.38,21.8,461.0,2,18.9,88.0
2023-07-22 02:40:00,1.0,34.31,21.8,462.0,2,18.7,88.5
2023-07-22 02:50:00,1.0,34.38,21.8,461.0,2,18.5,89.5
2023-07-22 03:00:00,1.0,34.31,21.8,461.0,3,18.2,89.5
2023-07-22 03:10:00,1.0,34.38,21.8,461.0,3,18.0,90.0
2023-07-22 03:20:00,1.0,34.38,21.8,461.0,3,18.0,90.5
2023-07-22 03:30:00,1.0,34.38,21.7,460.0,3,17.9,91.5
2023-07-22 03:40:00,1.0,34.38,21.7,460.0,3,17.9,91.5
2023-07-22 03:50:00,1.0,34.38,21.7,461.0,3,17.8,92.0
2023-07-22 04:00:00,1.0,34.38,21.7,460.0,4,17.9,92.5
2023-07-22 04:10:00,1.0,34.38,21.7,460.0,4,17.9,92.5
2023-07-22 04:20:00,1.0,34.38,21.6,460.0,4,18.2,92.5
2023-07-22 04:30:00,1.0,34.38,21.6,459.0,4,18.6,92.5
2023-07-22 04:40:00,1.0,34.38,21.6,459.0,4,19.0,92.0
2023-07-22 04:50:00,1.0,34.47,21.6,460.0,4,19.5,91.5
2023-07-22 05:00:00,1.0,34.38,21.6,459.0,5,20.0,89.5
2023-07-22 05:10:00,1.0,34.47,21.6,459.0,5,20.6,89.0
2023-07-22 05:20:00,1.0,34.47,21.6,460.0,5,21.7,85.5
2023-07-22 05:30:00,1.0,34.47,21.6,458.0,5,22.7,81.5
2023-07-22 05:40:00,1.0,34.47,21.6,458.0,5,23.9,77.5
2023-07-22 05:50:00,1.0,34.54,21.6,458.0,5,25.2,74.5
2023-07-22 06:00:00,1.0,34.54,21.6,458.0,6,26.1,70.0
2023-07-22 06:10:00,1.0,34.54,21.6,458.0,6,26.9,68.0
2023-07-22 06:20:00,1.0,34.54,21.7,458.0,6,27.6,63.5
2023-07-22 06:30:00,1.0,34.54,21.7,457.0,6,28.7,64.5
2023-07-22 06:40:00,1.0,34.54,21.7,457.0,6,29.5,60.5
2023-07-22 06:50:00,1.0,34.54,21.8,456.0,6,30.2,58.5
2023-07-22 07:00:00,1.0,34.54,21.9,456.0,7,30.5,56.5
2023-07-22 07:10:00,0.0,34.31,21.9,455.0,7,30.5,55.5
2023-07-22 07:20:00,0.0,34.09,22.0,452.0,7,31.0,54.5
2023-07-22 07:30:00,0.0,33.87,22.1,449.0,7,30.9,55.5
2023-07-22 07:40:00,0.0,33.73,22.2,447.0,7,30.8,55.5
2023-07-22 07:50:00,0.0,33.58,22.3,445.0,7,31.3,55.0
2023-07-22 08:00:00,0.0,33.5,22.4,443.0,8,31.5,55.0
2023-07-22 08:10:00,0.0,33.37,22.5,440.0,8,31.2,55.5
2023-07-22 08:20:00,0.0,33.29,22.6,439.0,8,29.5,60.0
2023-07-22 08:30:00,0.0,33.22,22.7,438.0,8,30.5,57.5
2023-07-22 08:40:00,0.0,33.02,22.8,435.0,8,30.7,57.0
2023-07-22 08:50:00,0.0,32.93,22.9,435.0,8,32.1,52.5
2023-07-22 09:00:00,0.0,32.87,23.0,432.0,9,32.0,53.5
2023-07-22 09:10:00,0.0,32.8,23.1,430.0,9,32.2,51.0
2023-07-22 09:20:00,0.0,32.66,23.2,428.0,9,32.4,51.5
2023-07-22 09:30:00,0.0,32.59,23.3,426.0,9,32.7,49.5
2023-07-22 09:40:00,0.0,32.5,23.3,425.0,9,32.6,51.5
2023-07-22 09:50:00,0.0,32.45,23.4,423.0,9,33.6,50.5
2023-07-22 10:00:00,0.0,32.38,23.5,423.0,10,33.6,47.5
2023-07-22 10:10:00,0.0,32.24,23.6,421.0,10,34.3,49.5
2023-07-22 10:20:00,0.0,32.09,23.7,419.0,10,33.5,47.5
2023-07-22 10:30:00,0.0,32.09,23.8,417.0,10,33.6,47.5
2023-07-22 10:40:00,0.0,32.03,23.9,416.0,10,31.9,49.0
2023-07-22 10:50:00,0.0,31.96,24.0,415.0,10,30.5,53.5
2023-07-22 11:00:00,0.0,31.9,24.1,414.0,11,32.3,51.5
2023-07-22 11:10:00,0.0,31.74,24.1,412.0,11,33.6,50.0
2023-07-22 11:20:00,0.0,31.68,24.2,410.0,11,34.3,49.0
2023-07-22 11:30:00,0.0,31.61,24.3,409.0,11,34.3,46.5
2023-07-22 11:40:00,0.0,31.61,24.3,408.0,11,31.3,51.5
2023-07-22 11:50:00,0.0,31.48,24.4,408.0,11,28.0,59.5
2023-07-22 12:00:00,0.0,31.48,24.5,407.0,12,25.1,69.5
2023-07-22 12:10:00,0.0,31.48,24.5,407.0,12,23.8,74.0
2023-07-22 12:20:00,0.0,31.48,24.5,407.0,12,24.8,72.0
2023-07-22 12:30:00,0.0,31.48,24.5,407.0,12,27.5,61.0
2023-07-22 12:40:00,0.0,31.41,24.5,407.0,12,26.9,60.5
2023-07-22 12:50:00,0.0,31.41,24.5,407.0,12,26.1,63.5
2023-07-22 13:00:00,0.0,31.41,24.5,406.0,13,27.3,65.5
2023-07-22 13:10:00,0.0,31.35,24.5,405.0,13,29.5,61.5
2023-07-22 13:20:00,0.0,31.35,24.5,404.0,13,30.3,58.0
2023-07-22 13:30:00,0.0,31.27,24.5,403.0,13,31.2,57.0
2023-07-22 13:40:00,0.0,31.21,24.5,402.0,13,31.9,54.5
2023-07-22 13:50:00,0.0,31.13,24.6,401.0,13,31.7,53.0
2023-07-22 14:00:00,0.0,31.13,24.6,399.0,14,31.3,55.5
2023-07-22 14:10:00,0.0,31.07,24.7,399.0,14,30.8,57.5
2023-07-22 14:20:00,0.0,31.07,24.7,399.0,14,30.2,54.5
2023-07-22 14:30:00,0.0,31.0,24.7,397.0,14,30.9,57.5
2023-07-22 14:40:00,0.0,30.93,24.7,396.0,14,32.6,54.0
2023-07-22 14:50:00,0.0,30.86,24.8,396.0,14,33.2,53.0
2023-07-22 15:00:00,0.0,30.86,24.8,395.0,15,33.8,49.5
2023-07-22 15:10:00,0.0,30.74,24.8,394.0,15,33.7,50.5
2023-07-22 15:20:00,0.0,30.66,24.9,393.0,15,33.5,51.0
2023-07-22 15:30:00,0.0,30.6,24.9,392.0,15,33.0,50.0
2023-07-22 15:40:00,0.0,30.6,24.9,392.0,15,32.5,50.5
2023-07-22 15:50:00,0.0,30.47,24.9,391.0,15,32.5,50.5
2023-07-22 16:00:00,0.0,30.47,24.9,391.0,16,32.0,51.5
2023-07-22 16:10:00,0.0,30.47,25.0,390.0,16,32.1,49.5
2023-07-22 16:20:00,0.0,30.41,25.0,389.0,16,32.1,52.0
2023-07-22 16:30:00,0.0,30.41,25.0,388.0,16,31.9,53.5
2023-07-22 16:40:00,0.0,30.41,25.0,388.0,16,31.6,54.5
2023-07-22 16:50:00,0.0,30.33,25.0,387.0,16,31.3,53.0
2023-07-22 17:00:00,0.0,30.26,25.0,387.0,17,31.1,52.5
2023-07-22 17:10:00,0.0,30.26,24.9,388.0,17,30.8,54.0
2023-07-22 17:20:00,0.0,30.26,24.9,387.0,17,30.3,54.0
2023-07-22 17:30:00,0.0,30.26,24.9,387.0,17,29.8,55.5
2023-07-22 17:40:00,0.0,30.2,24.9,387.0,17,29.1,58.0
2023-07-22 17:50:00,0.0,30.2,24.9,387.0,17,27.8,61.5
2023-07-22 18:00:00,0.0,30.2,24.9,387.0,18,26.9,63.0
2023-07-22 18:10:00,0.0,30.2,24.9,386.0,18,26.4,65.0
2023-07-22 18:20:00,0.0,30.14,24.9,386.0,18,26.0,67.0
2023-07-22 18:30:00,0.0,30.14,24.9,386.0,18,25.5,69.0
2023-07-22 18:40:00,0.0,30.14,24.8,386.0,18,24.9,71.5
2023-07-22 18:50:00,0.0,30.14,24.8,386.0,18,24.3,72.5
2023-07-22 19:00:00,0.0,30.01,24.8,386.0,19,23.9,74.5
2023-07-22 19:10:00,0.0,30.01,24.8,386.0,19,23.3,76.0
2023-07-22 19:20:00,0.0,30.01,24.8,386.0,19,22.8,78.0
2023-07-22 19:30:00,0.0,30.01,24.7,385.0,19,22.6,76.0
2023-07-22 19:40:00,0.0,30.01,24.7,386.0,19,22.6,74.0
2023-07-22 19:50:00,0.0,29.94,24.7,386.0,19,22.1,73.5
2023-07-22 20:00:00,0.0,29.94,24.6,385.0,20,21.6,77.0
2023-07-22 20:10:00,0.0,29.94,24.6,385.0,20,21.0,79.0
2023-07-22 20:20:00,0.0,29.88,24.6,385.0,20,20.5,80.5
2023-07-22 20:30:00,0.0,29.88,24.5,385.0,20,20.1,81.5
2023-07-22 20:40:00,0.0,29.88,24.5,385.0,20,19.9,82.0
2023-07-22 20:50:00,0.0,29.88,24.4,384.0,20,19.5,82.0
2023-07-22 21:00:00,0.0,29.88,24.4,385.0,21,19.4,81.5
2023-07-22 21:10:00,0.0,29.81,24.3,384.0,21,19.0,84.5
2023-07-22 21:20:00,0.0,29.81,24.3,384.0,21,18.8,84.0
2023-07-22 21:30:00,0.0,29.81,24.2,384.0,21,18.8,84.5
2023-07-22 21:40:00,0.0,29.75,24.2,384.0,21,18.8,84.5
2023-07-22 21:50:00,0.0,29.75,24.1,384.0,21,18.7,84.0
2023-07-22 22:00:00,0.0,29.75,24.1,383.0,22,18.4,85.0
2023-07-22 22:10:00,0.0,29.75,24.1,383.0,22,18.2,85.5
2023-07-22 22:20:00,0.0,29.69,24.0,383.0,22,19.1,89.0
2023-07-22 22:30:00,0.0,29.69,24.0,382.0,22,20.1,88.0
2023-07-22 22:40:00,0.0,29.69,23.9,382.0,22,20.5,86.5
2023-07-22 22:50:00,0.0,29.69,23.9,382.0,22,20.4,86.0
2023-07-22 23:00:00,0.0,29.69,23.8,382.0,23,20.2,85.0
2023-07-22 23:10:00,0.0,29.69,23.8,381.0,23,20.2,83.0
2023-07-22 23:20:00,0.0,29.62,23.8,380.0,23,20.2,81.5
2023-07-22 23:30:00,0.0,29.62,23.7,381.0,23,20.0,80.5
2023-07-22 23:40:00,0.0,29.62,23.7,381.0,23,19.6,82.5
2023-07-22 23:50:00,0.0,29.56,23.7,380.0,23,19.1,83.5
2023-07-23 00:00:00,0.0,29.62,23.7,380.0,0,18.5,84.5
2023-07-23 00:10:00,0.0,29.56,23.6,381.0,0,18.4,84.0
2023-07-23 00:20:00,0.0,29.56,23.6,380.0,0,18.6,84.0
2023-07-23 00:30:00,0.0,29.56,23.6,380.0,0,18.6,84.5
2023-07-23 00:40:00,0.0,29.56,23.6,380.0,0,18.4,86.5
2023-07-23 00:50:00,0.0,29.56,23.5,379.0,0,18.1,87.0
2023-07-23 01:00:00,0.0,29.49,23.5,380.0,1,19.2,89.0
2023-07-23 01:10:00,0.0,29.49,23.5,379.0,1,19.8,87.5
2023-07-23 01:20:00,0.0,29.49,23.4,378.0,1,19.7,87.5
2023-07-23 01:30:00,0.0,29.49,23.4,378.0,1,19.5,87.0
2023-07-23 01:40:00,0.0,29.43,23.4,378.0,1,18.9,87.5
2023-07-23 01:50:00,0.0,29.43,23.3,379.0,1,18.5,88.0
2023-07-23 02:00:00,0.0,29.43,23.3,378.0,2,18.3,89.0
2023-07-23 02:10:00,0.0,29.43,23.3,378.0,2,17.9,90.0
2023-07-23 02:20:00,0.0,29.43,23.3,377.0,2,18.1,91.5
2023-07-23 02:30:00,0.0,29.43,23.3,377.0,2,18.7,93.0
2023-07-23 02:40:00,0.0,29.43,23.2,378.0,2,18.9,93.0
2023-07-23 02:50:00,0.0,29.43,23.2,377.0,2,19.2,93.5
2023-07-23 03:00:00,0.0,29.36,23.2,377.0,3,18.6,93.0
2023-07-23 03:10:00,0.0,29.36,23.2,377.0,3,18.3,93.0
2023-07-23 03:20:00,0.0,29.36,23.2,376.0,3,18.4,93.0
2023-07-23 03:30:00,0.0,29.36,23.1,376.0,3,18.5,92.0
2023-07-23 03:40:00,0.0,29.36,23.1,376.0,3,18.4,90.0
2023-07-23 03:50:00,0.0,29.36,23.1,376.0,3,18.1,89.0
2023-07-23 04:00:00,0.0,29.23,23.1,376.0,4,17.8,89.0
2023-07-23 04:10:00,0.0,29.23,23.1,376.0,4,17.6,89.5
2023-07-23 04:20:00,0.0,29.23,23.1,376.0,4,17.5,90.0
2023-07-23 04:30:00,0.0,29.23,23.0,375.0,4,17.6,90.5
2023-07-23 04:40:00,0.0,29.23,23.0,375.0,4,17.7,90.5
2023-07-23 04:50:00,0.0,29.23,23.0,374.0,4,18.1,89.5
2023-07-23 05:00:00,0.0,29.16,23.0,375.0,5,18.7,89.5
2023-07-23 05:10:00,0.0,29.16,22.9,375.0,5,19.1,88.5
2023-07-23 05:20:00,0.0,29.16,22.9,374.0,5,20.2,87.0
2023-07-23 05:30:00,0.0,29.16,22.9,374.0,5,21.6,84.5
2023-07-23 05:40:00,0.0,29.16,22.9,373.0,5,23.3,79.0
2023-07-23 05:50:00,0.0,29.16,22.9,373.0,5,24.9,73.5
2023-07-23 06:00:00,0.0,29.16,22.9,373.0,6,26.1,68.5
2023-07-23 06:10:00,0.0,29.16,22.9,372.0,6,27.0,66.5
2023-07-23 06:20:00,0.0,29.16,22.9,372.0,6,27.7,62.0
2023-07-23 06:30:00,0.0,29.1,22.9,372.0,6,27.8,64.0
2023-07-23 06:40:00,0.0,29.1,22.9,371.0,6,28.0,62.0
2023-07-23 06:50:00,0.0,29.03,23.0,370.0,6,28.3,60.5
2023-07-23 07:00:00,0.0,29.1,23.0,369.0,7,28.8,62.0
2023-07-23 07:10:00,0.0,29.03,23.0,368.0,7,29.1,61.0
2023-07-23 07:20:00,0.0,28.97,23.1,367.0,7,29.8,59.0
2023-07-23 07:30:00,0.0,28.97,23.1,366.0,7,30.3,55.0
2023-07-23 07:40:00,0.0,28.97,23.2,365.0,7,30.1,57.5
2023-07-23 07:50:00,0.0,28.92,23.2,363.0,7,30.8,56.5
2023-07-23 08:00:00,0.0,28.92,23.3,362.0,8,31.2,55.5
2023-07-23 08:10:00,0.0,28.85,23.3,361.0,8,32.0,55.0
2023-07-23 08:20:00,0.0,28.85,23.4,360.0,8,32.3,50.5
2023-07-23 08:30:00,0.0,28.78,23.5,358.0,8,32.1,52.0
2023-07-23 08:40:00,0.0,28.78,23.5,358.0,8,32.7,51.0
2023-07-23 08:50:00,0.0,28.72,23.6,356.0,8,33.0,52.0
2023-07-23 09:00:00,0.0,28.65,23.7,355.0,9,33.3,52.5
2023-07-23 09:10:00,0.0,28.65,23.8,353.0,9,33.8,51.0
2023-07-23 09:20:00,0.0,28.53,23.8,352.0,9,33.8,47.0
2023-07-23 09:30:00,0.0,28.53,23.9,350.0,9,33.8,47.5
2023-07-23 09:40:00,0.0,28.53,24.0,348.0,9,33.6,49.5
2023-07-23 09:50:00,0.0,28.47,24.1,347.0,9,33.9,47.0
2023-07-23 10:00:00,0.0,28.4,24.1,345.0,10,34.2,47.0
2023-07-23 10:10:00,0.0,28.4,24.2,344.0,10,34.5,45.5
2023-07-23 10:20:00,0.0,28.35,24.3,342.0,10,34.6,44.0
2023-07-23 10:30:00,0.0,28.28,24.3,341.0,10,34.8,44.5
2023-07-23 10:40:00,0.0,28.28,24.4,338.0,10,34.5,46.0
2023-07-23 10:50:00,0.0,28.22,24.5,335.0,10,34.5,45.5
2023-07-23 11:00:00,0.0,28.22,24.6,334.0,11,34.6,47.5
2023-07-23 11:10:00,0.0,28.22,24.7,331.0,11,35.2,46.0
2023-07-23 11:20:00,0.0,28.1,24.8,330.0,11,35.6,46.5
2023-07-23 11:30:00,0.0,28.03,24.8,326.0,11,35.1,43.5
2023-07-23 11:40:00,0.0,28.03,24.9,324.0,11,34.7,46.0
2023-07-23 11:50:00,0.0,27.98,25.0,320.0,11,35.1,44.0
2023-07-23 12:00:00,0.0,27.98,25.0,317.0,12,35.3,42.5
2023-07-23 12:10:00,0.0,27.86,25.1,315.0,12,35.9,42.5
2023-07-23 12:20:00,0.0,27.86,25.2,311.0,12,35.8,43.0
2023-07-23 12:30:00,0.0,27.79,25.2,307.0,12,35.3,45.5
2023-07-23 12:40:00,0.0,27.79,25.3,304.0,12,35.7,41.0
2023-07-23 12:50:00,0.0,27.72,25.4,301.0,12,36.2,43.5
2023-07-23 13:00:00,0.0,27.67,25.4,298.0,13,36.8,40.0
2023-07-23 13:10:00,0.0,27.67,25.5,294.0,13,36.2,42.0
2023-07-23 13:20:00,0.0,27.67,25.5,292.0,13,37.1,39.5
2023-07-23 13:30:00,0.0,27.6,25.6,289.0,13,36.7,45.5
2023-07-23 13:40:00,0.0,27.55,25.7,286.0,13,35.1,41.5
2023-07-23 13:50:00,0.0,27.55,25.7,284.0,13,36.3,40.5
2023-07-23 14:00:00,0.0,27.48,25.7,282.0,14,36.2,42.0
2023-07-23 14:10:00,0.0,27.48,25.8,280.0,14,36.6,42.5
2023-07-23 14:20:00,0.0,27.48,25.8,278.0,14,37.1,40.5
2023-07-23 14:30:00,0.0,27.43,25.8,276.0,14,37.3,39.5
2023-07-23 14:40:00,0.0,27.36,25.9,273.0,14,37.2,39.5
2023-07-23 14:50:00,0.0,27.36,25.9,271.0,14,37.7,39.0
2023-07-23 15:00:00,0.0,27.31,25.9,268.0,15,37.6,39.0
2023-07-23 15:10:00,0.0,27.31,26.0,266.0,15,37.3,40.0
2023-07-23 15:20:00,0.0,27.19,26.0,265.0,15,36.8,39.5
2023-07-23 15:30:00,0.0,27.19,26.0,263.0,15,37.0,39.0
2023-07-23 15:40:00,0.0,27.14,26.0,262.0,15,36.8,40.5
2023-07-23 15:50:00,0.0,27.14,26.0,261.0,15,36.9,40.0
2023-07-23 16:00:00,0.0,27.14,26.0,259.0,16,36.6,41.5
2023-07-23 16:10:00,0.0,27.07,26.0,259.0,16,36.8,38.5
2023-07-23 16:20:00,0.0,27.07,26.0,258.0,16,37.7,37.5
2023-07-23 16:30:00,0.0,27.02,26.0,258.0,16,36.4,40.0
2023-07-23 16:40:00,0.0,27.02,26.0,257.0,16,36.2,38.5
2023-07-23 16:50:00,0.0,27.02,26.0,256.0,16,35.9,42.0
2023-07-23 17:00:00,0.0,27.02,26.0,256.0,17,36.0,37.5
2023-07-23 17:10:00,0.0,27.02,26.0,255.0,17,34.8,38.5
2023-07-23 17:20:00,0.0,26.95,26.0,255.0,17,33.8,39.0
2023-07-23 17:30:00,0.0,26.9,26.0,254.0,17,33.5,40.5
2023-07-23 17:40:00,0.0,26.9,26.0,254.0,17,32.9,41.5
2023-07-23 17:50:00,0.0,26.9,25.9,254.0,17,32.6,40.0
2023-07-23 18:00:00,0.0,26.9,25.9,255.0,18,31.4,41.5
2023-07-23 18:10:00,0.0,26.9,25.9,255.0,18,30.5,43.0
2023-07-23 18:20:00,0.0,26.9,25.8,254.0,18,29.4,45.5
2023-07-23 18:30:00,0.0,26.84,25.8,254.0,18,28.6,45.5
2023-07-23 18:40:00,0.0,26.84,25.8,254.0,18,27.7,49.0
2023-07-23 18:50:00,0.0,26.84,25.7,254.0,18,27.0,48.5
2023-07-23 19:00:00,0.0,26.84,25.7,255.0,19,26.7,49.0
2023-07-23 19:10:00,0.0,26.84,25.6,254.0,19,26.5,50.0
2023-07-23 19:20:00,0.0,26.77,25.6,255.0,19,26.6,50.5
2023-07-23 19:30:00,0.0,26.77,25.5,255.0,19,27.0,50.0
2023-07-23 19:40:00,0.0,26.77,25.5,255.0,19,27.0,50.5
2023-07-23 19:50:00,0.0,26.77,25.4,255.0,19,26.6,52.0
2023-07-23 20:00:00,0.0,26.72,25.3,255.0,20,26.0,53.5
2023-07-23 20:10:00,0.0,26.72,25.3,255.0,20,25.9,54.0
2023-07-23 20:20:00,0.0,26.72,25.2,255.0,20,25.5,54.0
2023-07-23 20:30:00,0.0,26.72,25.2,254.0,20,25.3,53.5
