datetime,Irrigation (ON/OFF),Soil Moisture [RH%],Soil Temperature [C],Soil Electrical Conductivity,Daily Hour,Environmental Temperature [ C],Environmental Humidity [RH %]
2023-06-29 06:10:00,0.0,28.45,23.5,346.0,6,24.5,61.0
2023-06-29 06:20:00,0.0,28.45,23.5,340.0,6,24.5,61.0
2023-06-29 06:30:00,0.0,28.37,23.6,339.0,6,24.5,61.0
2023-06-29 06:40:00,0.0,28.31,23.6,338.0,6,24.5,61.0
2023-06-29 06:50:00,0.0,28.17,23.6,336.0,6,24.5,61.0
2023-06-29 07:00:00,0.0,28.11,23.7,335.0,7,24.5,61.0
2023-06-29 07:10:00,0.0,27.91,23.7,332.0,7,24.5,61.0
2023-06-29 07:20:00,0.0,27.79,23.7,329.0,7,24.5,61.0
2023-06-29 07:30:00,0.0,27.73,23.8,326.0,7,24.5,61.0
2023-06-29 07:40:00,0.0,27.59,23.8,322.0,7,24.5,61.0
2023-06-29 07:50:00,0.0,27.4,23.9,316.0,7,24.5,61.0
2023-06-29 08:00:00,0.0,27.15,23.9,312.0,8,24.5,61.0
2023-06-29 08:10:00,0.0,27.02,24.0,309.0,8,24.5,61.0
2023-06-29 08:20:00,0.0,26.89,24.0,304.0,8,24.5,61.0
2023-06-29 08:30:00,0.0,26.77,24.1,300.0,8,24.5,61.0
2023-06-29 08:40:00,0.0,26.64,24.1,296.0,8,24.5,61.0
2023-06-29 08:50:00,0.0,26.45,24.2,292.0,8,24.5,61.0
2023-06-29 09:00:00,0.0,26.38,24.3,287.0,9,24.5,61.0
2023-06-29 09:10:00,0.0,26.25,24.4,283.0,9,24.5,61.0
2023-06-29 09:20:00,0.0,26.14,24.5,279.0,9,24.5,61.0
2023-06-29 09:30:00,0.0,26.07,24.6,276.0,9,24.5,61.0
2023-06-29 09:40:00,0.0,25.94,24.6,271.0,9,24.5,61.0
2023-06-29 09:50:00,0.0,25.76,24.7,268.0,9,24.5,61.0
2023-06-29 10:00:00,0.0,25.65,24.8,264.0,10,24.5,61.0
2023-06-29 10:10:00,0.0,25.51,24.9,260.0,10,24.5,61.0
2023-06-29 10:20:00,0.0,25.4,25.0,256.0,10,24.5,61.0
2023-06-29 10:30:00,0.0,25.28,25.0,252.0,10,24.5,61.0
2023-06-29 10:40:00,0.0,25.17,25.1,250.0,10,24.5,61.0
2023-06-29 10:50:00,0.0,25.03,25.2,245.0,10,24.5,61.0
2023-06-29 11:00:00,0.0,24.91,25.3,238.0,11,24.5,61.0
2023-06-29 11:10:00,0.0,24.75,25.3,230.0,11,24.5,61.0
2023-06-29 11:20:00,0.0,23.53,25.4,220.0,11,24.5,61.0
2023-06-29 11:30:00,0.0,23.75,25.5,220.0,11,24.5,61.0
2023-06-29 11:40:00,0.0,23.93,25.6,220.0,11,24.5,61.0
2023-06-29 11:50:00,0.0,23.98,25.7,218.0,11,24.5,61.0
2023-06-29 12:00:00,0.0,23.7,25.8,218.0,12,24.5,61.0
2023-06-29 12:10:00,0.0,24.86,25.9,217.0,12,24.5,61.0
2023-06-29 12:20:00,0.0,24.91,26.0,215.0,12,24.5,61.0
2023-06-29 12:30:00,0.0,24.91,26.0,213.0,12,24.5,61.0
2023-06-29 12:40:00,0.0,24.86,26.1,209.0,12,24.5,61.0
2023-06-29 12:50:00,0.0,24.86,26.1,206.0,12,24.5,61.0
2023-06-29 13:00:00,0.0,24.8,26.2,199.0,13,41.2,39.5
2023-06-29 13:10:00,0.0,25.17,26.3,195.0,13,40.2,46.0
2023-06-29 13:20:00,0.0,6.81,29.0,0.0,13,39.7,38.0
2023-06-29 13:30:00,0.0,23.82,27.6,439.0,13,39.4,35.0
2023-06-29 13:40:00,0.0,23.5,27.2,459.0,13,39.8,33.0
2023-06-29 13:50:00,0.0,23.41,27.2,471.0,13,38.7,32.5
2023-06-29 14:00:00,1.0,23.41,27.2,478.0,14,40.6,30.0
2023-06-29 14:10:00,1.0,23.35,27.3,484.0,14,35.9,31.5
2023-06-29 14:20:00,0.0,23.35,27.3,490.0,14,34.9,35.0
2023-06-29 14:30:00,0.0,23.35,27.4,494.0,14,34.7,35.0
2023-06-29 14:40:00,0.0,23.35,27.5,499.0,14,34.2,34.5
2023-06-29 14:50:00,0.0,23.35,27.6,502.0,14,33.6,35.0
2023-06-29 15:00:00,0.0,23.29,27.7,505.0,15,33.8,35.0
2023-06-29 15:10:00,0.0,23.29,27.8,507.0,15,34.2,35.0
2023-06-29 15:20:00,0.0,23.29,27.9,509.0,15,34.5,34.5
2023-06-29 15:30:00,0.0,23.35,28.0,510.0,15,34.5,36.0
2023-06-29 15:40:00,1.0,23.35,28.1,513.0,15,34.6,35.5
2023-06-29 15:50:00,1.0,23.29,28.2,514.0,15,34.6,35.0
2023-06-29 16:00:00,1.0,23.35,28.2,517.0,16,34.2,35.5
2023-06-29 16:10:00,0.0,23.35,28.3,517.0,16,33.9,36.5
2023-06-29 16:20:00,0.0,23.35,28.4,519.0,16,33.9,37.0
2023-06-29 16:30:00,0.0,23.35,28.5,521.0,16,33.9,35.0
2023-06-29 16:40:00,0.0,23.35,28.6,521.0,16,33.9,34.5
2023-06-29 16:50:00,0.0,23.35,28.7,522.0,16,34.0,35.0
2023-06-29 17:00:00,0.0,23.35,28.7,522.0,17,33.2,37.0
2023-06-29 17:10:00,0.0,23.29,28.8,523.0,17,33.1,36.5
2023-06-29 17:20:00,0.0,23.29,28.8,523.0,17,32.7,38.0
2023-06-29 17:30:00,0.0,23.35,28.8,523.0,17,31.7,38.0
2023-06-29 17:40:00,0.0,23.29,28.9,524.0,17,30.7,40.0
2023-06-29 17:50:00,0.0,23.29,28.9,524.0,17,29.3,46.0
2023-06-29 18:00:00,0.0,23.29,28.9,525.0,18,28.4,44.5
2023-06-29 18:10:00,0.0,23.24,28.9,525.0,18,27.8,45.5
2023-06-29 18:20:00,0.0,23.29,28.9,526.0,18,27.7,47.5
2023-06-29 18:30:00,0.0,23.29,28.8,527.0,18,27.3,46.0
2023-06-29 18:40:00,0.0,23.29,28.8,526.0,18,27.0,46.5
2023-06-29 18:50:00,0.0,23.24,28.7,527.0,18,26.4,46.0
2023-06-29 19:00:00,0.0,23.24,28.6,528.0,19,26.1,47.0
2023-06-29 19:10:00,0.0,23.24,28.6,528.0,19,25.8,47.0
2023-06-29 19:20:00,0.0,23.24,28.5,528.0,19,25.4,48.0
2023-06-29 19:30:00,0.0,23.2,28.4,529.0,19,25.0,48.5
2023-06-29 19:40:00,0.0,23.2,28.3,529.0,19,25.0,48.5
2023-06-29 19:50:00,0.0,23.2,28.2,529.0,19,25.2,48.5
2023-06-29 20:00:00,0.0,23.2,28.1,529.0,20,25.3,48.5
2023-06-29 20:10:00,0.0,23.14,28.0,530.0,20,25.3,47.5
2023-06-29 20:20:00,0.0,23.14,28.0,530.0,20,25.3,47.0
2023-06-29 20:30:00,0.0,23.14,27.9,529.0,20,25.1,48.0
2023-06-29 20:40:00,0.0,23.14,27.8,529.0,20,24.7,49.5
2023-06-29 20:50:00,0.0,23.14,27.7,529.0,20,24.1,52.0
2023-06-29 21:00:00,0.0,23.14,27.6,529.0,21,23.4,55.0
2023-06-29 21:10:00,0.0,23.14,27.6,528.0,21,23.3,56.0
2023-06-29 21:20:00,0.0,23.14,27.5,528.0,21,23.7,54.0
2023-06-29 21:30:00,0.0,23.08,27.4,528.0,21,23.9,54.0
2023-06-29 21:40:00,0.0,23.08,27.3,527.0,21,23.4,56.0
2023-06-29 21:50:00,0.0,23.08,27.3,527.0,21,23.2,58.5
2023-06-29 22:00:00,0.0,23.08,27.2,526.0,22,23.0,61.0
2023-06-29 22:10:00,0.0,23.08,27.1,526.0,22,22.9,60.5
2023-06-29 22:20:00,0.0,23.08,27.0,525.0,22,23.2,60.5
2023-06-29 22:30:00,0.0,23.03,27.0,524.0,22,23.3,60.5
2023-06-29 22:40:00,0.0,23.08,26.9,524.0,22,23.1,61.5
2023-06-29 22:50:00,0.0,23.08,26.8,524.0,22,23.0,61.5
2023-06-29 23:00:00,0.0,23.03,26.8,522.0,23,22.8,62.5
2023-06-29 23:10:00,0.0,23.08,26.7,522.0,23,22.8,63.5
2023-06-29 23:20:00,0.0,23.03,26.7,522.0,23,22.6,64.5
2023-06-29 23:30:00,0.0,23.03,26.6,521.0,23,22.6,65.0
2023-06-29 23:40:00,0.0,23.03,26.5,521.0,23,22.5,65.0
2023-06-29 23:50:00,0.0,23.03,26.5,520.0,23,22.7,65.5
2023-06-30 00:00:00,0.0,23.03,26.4,519.0,0,22.5,66.5
2023-06-30 00:10:00,0.0,23.03,26.4,519.0,0,22.4,67.5
2023-06-30 00:20:00,0.0,22.99,26.4,518.0,0,22.2,68.5
2023-06-30 00:30:00,0.0,23.08,26.3,517.0,0,21.8,74.5
2023-06-30 00:40:00,0.0,23.08,26.3,518.0,0,21.0,79.5
2023-06-30 00:50:00,0.0,23.08,26.2,517.0,0,20.5,82.5
2023-06-30 01:00:00,0.0,23.14,26.2,517.0,1,20.2,84.0
2023-06-30 01:10:00,0.0,23.14,26.1,516.0,1,20.1,87.5
2023-06-30 01:20:00,0.0,23.08,26.1,517.0,1,19.9,88.0
2023-06-30 01:30:00,0.0,23.08,26.1,516.0,1,19.8,88.5
2023-06-30 01:40:00,0.0,23.08,26.0,515.0,1,19.8,88.0
2023-06-30 01:50:00,0.0,23.08,26.0,516.0,1,19.6,89.0
2023-06-30 02:00:00,0.0,23.08,25.9,515.0,2,19.7,89.0
2023-06-30 02:10:00,0.0,23.08,25.9,515.0,2,19.6,89.0
2023-06-30 02:20:00,0.0,23.08,25.8,513.0,2,19.6,90.0
2023-06-30 02:30:00,0.0,23.03,25.8,513.0,2,19.6,90.0
2023-06-30 02:40:00,0.0,23.08,25.8,512.0,2,19.6,89.0
2023-06-30 02:50:00,0.0,23.08,25.7,511.0,2,19.4,88.0
2023-06-30 03:00:00,0.0,23.03,25.7,510.0,3,19.4,88.0
2023-06-30 03:10:00,0.0,23.08,25.7,509.0,3,19.1,88.5
2023-06-30 03:20:00,0.0,23.08,25.6,509.0,3,18.8,88.0
2023-06-30 03:30:00,0.0,23.08,25.6,509.0,3,18.6,89.0
2023-06-30 03:40:00,0.0,23.03,25.5,507.0,3,18.4,89.5
2023-06-30 03:50:00,0.0,23.03,25.5,505.0,3,18.3,90.5
2023-06-30 04:00:00,0.0,23.03,25.4,505.0,4,18.3,90.5
2023-06-30 04:10:00,0.0,23.03,25.4,503.0,4,18.4,91.0
2023-06-30 04:20:00,0.0,23.03,25.4,502.0,4,18.9,90.0
2023-06-30 04:30:00,0.0,23.03,25.3,501.0,4,19.3,89.5
2023-06-30 04:40:00,0.0,23.03,25.3,500.0,4,19.6,89.0
2023-06-30 04:50:00,0.0,23.03,25.2,499.0,4,20.0,87.5
2023-06-30 05:00:00,0.0,22.99,25.2,497.0,5,20.3,86.5
2023-06-30 05:10:00,0.0,23.03,25.2,496.0,5,21.2,84.0
2023-06-30 05:20:00,0.0,23.03,25.1,495.0,5,22.5,80.5
2023-06-30 05:30:00,0.0,23.03,25.1,494.0,5,23.5,77.0
2023-06-30 05:40:00,0.0,23.03,25.1,493.0,5,23.8,74.0
2023-06-30 05:50:00,0.0,22.99,25.1,491.0,5,24.7,71.0
2023-06-30 06:00:00,0.0,23.03,25.0,491.0,6,25.4,68.0
2023-06-30 06:10:00,0.0,23.03,25.0,489.0,6,25.4,68.0
2023-06-30 06:20:00,0.0,22.99,25.0,488.0,6,27.0,61.5
2023-06-30 06:30:00,0.0,22.99,25.0,487.0,6,27.5,60.5
2023-06-30 06:40:00,0.0,22.99,25.0,485.0,6,26.2,65.0
2023-06-30 06:50:00,0.0,22.99,25.0,484.0,6,26.7,62.0
2023-06-30 07:00:00,0.0,22.99,25.0,484.0,7,27.6,61.0
2023-06-30 07:10:00,0.0,22.99,25.0,483.0,7,26.8,61.5
2023-06-30 07:20:00,0.0,22.99,25.1,481.0,7,26.3,63.0
2023-06-30 07:30:00,0.0,22.99,25.1,480.0,7,25.9,63.0
2023-06-30 07:40:00,0.0,22.99,25.1,479.0,7,26.3,62.5
2023-06-30 07:50:00,0.0,22.99,25.1,478.0,7,26.1,62.5
2023-06-30 08:00:00,0.0,22.99,25.1,477.0,8,26.0,60.5
2023-06-30 08:10:00,0.0,22.99,25.2,475.0,8,26.1,61.0
2023-06-30 08:20:00,0.0,22.99,25.2,475.0,8,26.0,62.5
2023-06-30 08:30:00,0.0,22.99,25.2,474.0,8,25.4,63.5
2023-06-30 08:40:00,0.0,22.93,25.3,472.0,8,24.8,65.5
2023-06-30 08:50:00,0.0,22.93,25.3,472.0,8,24.3,68.5
2023-06-30 09:00:00,0.0,22.99,25.3,471.0,9,23.8,69.5
2023-06-30 09:10:00,0.0,22.99,25.3,471.0,9,23.4,72.0
2023-06-30 09:20:00,0.0,23.03,25.4,470.0,9,22.9,75.0
2023-06-30 09:30:00,0.0,22.99,25.4,469.0,9,22.7,77.5
2023-06-30 09:40:00,0.0,22.99,25.4,468.0,9,22.9,75.5
2023-06-30 09:50:00,0.0,22.99,25.3,468.0,9,23.0,76.0
2023-06-30 10:00:00,0.0,22.99,25.3,468.0,10,23.5,72.0
2023-06-30 10:10:00,0.0,22.99,25.3,467.0,10,23.7,72.0
2023-06-30 10:20:00,0.0,22.99,25.3,466.0,10,23.6,73.5
2023-06-30 10:30:00,0.0,22.99,25.3,465.0,10,23.5,73.0
2023-06-30 10:40:00,0.0,22.99,25.3,464.0,10,23.5,73.0
2023-06-30 10:50:00,0.0,22.99,25.3,463.0,10,23.6,74.0
2023-06-30 11:00:00,0.0,22.99,25.3,462.0,11,23.5,74.5
2023-06-30 11:10:00,0.0,22.99,25.3,461.0,11,23.6,75.5
2023-06-30 11:20:00,0.0,22.99,25.3,460.0,11,23.5,76.0
2023-06-30 11:30:00,0.0,22.99,25.3,459.0,11,23.4,76.5
2023-06-30 11:40:00,0.0,22.99,25.3,458.0,11,23.7,76.0
2023-06-30 11:50:00,0.0,22.99,25.3,456.0,11,23.8,75.5
2023-06-30 12:00:00,0.0,22.99,25.3,455.0,12,23.9,76.5
2023-06-30 12:10:00,0.0,22.99,25.3,454.0,12,23.5,75.0
2023-06-30 12:20:00,0.0,22.99,25.3,452.0,12,23.5,76.5
2023-06-30 12:30:00,0.0,22.99,25.3,451.0,12,23.0,76.5
2023-06-30 12:40:00,0.0,23.03,25.3,450.0,12,22.1,78.5
2023-06-30 12:50:00,0.0,23.03,25.3,449.0,12,21.6,80.5
2023-06-30 13:00:00,0.0,23.03,25.2,448.0,13,21.5,82.0
2023-06-30 13:10:00,0.0,23.14,25.2,447.0,13,21.0,83.0
2023-06-30 13:20:00,0.0,23.2,25.2,446.0,13,20.7,85.0
2023-06-30 13:30:00,0.0,23.2,25.2,445.0,13,20.6,86.0
2023-06-30 13:40:00,0.0,23.29,25.2,444.0,13,20.3,88.0
2023-06-30 13:50:00,0.0,23.41,25.1,444.0,13,19.8,89.0
2023-06-30 14:00:00,0.0,23.5,25.1,443.0,14,19.4,90.5
2023-06-30 14:10:00,0.0,23.56,25.1,444.0,14,19.4,90.5
2023-06-30 14:20:00,0.0,23.88,25.0,441.0,14,19.4,91.5
2023-06-30 14:30:00,0.0,24.47,25.0,435.0,14,19.5,92.0
2023-06-30 14:40:00,0.0,24.84,24.9,428.0,14,19.9,92.0
2023-06-30 14:50:00,0.0,25.06,24.8,424.0,14,20.3,91.5
2023-06-30 15:00:00,0.0,25.17,24.8,424.0,15,20.3,90.5
2023-06-30 15:10:00,0.0,25.35,24.7,424.0,15,20.3,90.0
2023-06-30 15:20:00,0.0,29.69,24.6,443.0,15,19.6,90.5
2023-06-30 15:30:00,0.0,31.21,24.6,480.0,15,19.3,90.5
2023-06-30 15:40:00,0.0,34.54,24.5,773.0,15,19.0,90.5
2023-06-30 15:50:00,0.0,33.87,24.4,889.0,15,19.0,90.5
2023-06-30 16:00:00,0.0,33.37,24.4,905.0,16,19.1,90.0
2023-06-30 16:10:00,0.0,33.02,24.3,914.0,16,19.0,90.0
2023-06-30 16:20:00,0.0,32.59,24.3,914.0,16,18.9,91.0
2023-06-30 16:30:00,0.0,32.24,24.3,913.0,16,19.2,91.5
2023-06-30 16:40:00,0.0,31.9,24.2,910.0,16,19.6,90.5
2023-06-30 16:50:00,0.0,31.68,24.2,905.0,16,19.9,90.0
2023-06-30 17:00:00,0.0,31.41,24.2,903.0,17,19.8,90.0
2023-06-30 17:10:00,0.0,31.27,24.2,899.0,17,19.6,90.5
2023-06-30 17:20:00,0.0,30.74,24.2,876.0,17,19.5,91.0
2023-06-30 17:30:00,0.0,30.53,24.2,870.0,17,19.3,91.0
2023-06-30 17:40:00,0.0,30.41,24.1,867.0,17,19.3,91.0
2023-06-30 17:50:00,0.0,30.33,24.1,863.0,17,19.3,91.0
2023-06-30 18:00:00,0.0,30.2,24.1,860.0,18,19.3,91.5
2023-06-30 18:10:00,0.0,30.14,24.1,857.0,18,19.2,92.0
2023-06-30 18:20:00,0.0,29.94,24.1,854.0,18,19.1,92.5
2023-06-30 18:30:00,0.0,29.88,24.1,852.0,18,19.1,92.5
2023-06-30 18:40:00,0.0,29.75,24.0,848.0,18,19.1,93.0
2023-06-30 18:50:00,0.0,29.69,24.0,845.0,18,18.9,93.0
2023-06-30 19:00:00,0.0,29.62,24.0,842.0,19,18.7,93.5
2023-06-30 19:10:00,0.0,29.56,24.0,840.0,19,18.7,93.5
2023-06-30 19:20:00,0.0,29.49,24.0,838.0,19,18.8,94.0
2023-06-30 19:30:00,0.0,29.43,24.0,836.0,19,18.7,94.5
2023-06-30 19:40:00,0.0,29.36,23.9,835.0,19,18.7,94.5
2023-06-30 19:50:00,0.0,28.47,23.9,835.0,19,18.7,95.0
2023-06-30 20:00:00,0.0,28.47,23.9,833.0,20,18.7,95.0
2023-06-30 20:10:00,0.0,28.4,23.9,833.0,20,18.7,95.0
2023-06-30 20:20:00,0.0,28.35,23.8,832.0,20,18.7,95.0
2023-06-30 20:30:00,0.0,28.35,23.8,830.0,20,18.9,95.0
2023-06-30 20:40:00,0.0,28.35,23.8,829.0,20,18.8,95.0
2023-06-30 20:50:00,0.0,28.28,23.8,828.0,20,18.7,95.0
2023-06-30 21:00:00,0.0,28.28,23.8,828.0,21,18.6,95.0
2023-06-30 21:10:00,0.0,28.28,23.7,828.0,21,18.5,95.5
2023-06-30 21:20:00,0.0,28.28,23.7,827.0,21,18.5,95.5
2023-06-30 21:30:00,0.0,28.22,23.7,828.0,21,18.4,95.5
2023-06-30 21:40:00,0.0,28.22,23.7,828.0,21,18.3,95.5
2023-06-30 21:50:00,0.0,28.22,23.6,828.0,21,18.3,95.5
2023-06-30 22:00:00,0.0,28.22,23.6,828.0,22,18.3,95.5
2023-06-30 22:10:00,0.0,28.22,23.6,828.0,22,18.1,95.5
2023-06-30 22:20:00,0.0,28.17,23.6,829.0,22,18.1,95.5
2023-06-30 22:30:00,0.0,28.17,23.5,828.0,22,17.9,96.0
2023-06-30 22:40:00,0.0,28.17,23.5,827.0,22,17.9,96.0
2023-06-30 22:50:00,0.0,28.1,23.5,826.0,22,17.9,96.0
2023-06-30 23:00:00,0.0,28.1,23.5,826.0,23,17.9,96.0
2023-06-30 23:10:00,0.0,28.03,23.5,825.0,23,17.9,96.0
2023-06-30 23:20:00,0.0,28.03,23.4,825.0,23,18.0,96.0
2023-06-30 23:30:00,0.0,28.03,23.4,824.0,23,18.1,96.0
2023-06-30 23:40:00,0.0,27.98,23.4,823.0,23,18.1,96.0
2023-06-30 23:50:00,0.0,27.86,23.4,823.0,23,18.0,96.0
2023-07-01 00:00:00,0.0,27.86,23.3,822.0,0,17.9,96.0
2023-07-01 00:10:00,0.0,27.86,23.3,822.0,0,18.0,96.0
2023-07-01 00:20:00,0.0,27.79,23.3,820.0,0,18.0,96.0
2023-07-01 00:30:00,0.0,27.79,23.3,820.0,0,18.0,96.0
2023-07-01 00:40:00,0.0,27.72,23.2,820.0,0,17.9,96.0
2023-07-01 00:50:00,0.0,27.72,23.2,819.0,0,17.8,96.0
2023-07-01 01:00:00,0.0,27.67,23.2,817.0,1,17.9,96.0
2023-07-01 01:10:00,0.0,27.67,23.2,815.0,1,17.8,96.0
2023-07-01 01:20:00,0.0,27.6,23.2,815.0,1,17.9,96.0
2023-07-01 01:30:00,0.0,27.6,23.2,814.0,1,17.9,96.0
2023-07-01 01:40:00,0.0,27.6,23.1,813.0,1,17.9,96.0
2023-07-01 01:50:00,0.0,27.55,23.1,812.0,1,17.8,96.0
2023-07-01 02:00:00,0.0,27.55,23.1,812.0,2,17.8,96.0
2023-07-01 02:10:00,0.0,27.55,23.1,810.0,2,17.6,96.0
2023-07-01 02:20:00,0.0,27.48,23.0,809.0,2,17.3,96.0
2023-07-01 02:30:00,0.0,27.48,23.0,808.0,2,17.1,96.0
2023-07-01 02:40:00,0.0,27.43,23.0,807.0,2,17.0,96.0
2023-07-01 02:50:00,0.0,27.43,23.0,807.0,2,17.1,96.5
2023-07-01 03:00:00,0.0,27.43,23.0,805.0,3,17.2,96.5
2023-07-01 03:10:00,0.0,27.36,22.9,805.0,3,17.2,96.5
2023-07-01 03:20:00,0.0,27.36,22.9,804.0,3,17.0,96.5
2023-07-01 03:30:00,0.0,27.31,22.8,803.0,3,17.0,96.5
2023-07-01 03:40:00,0.0,27.31,22.8,801.0,3,16.9,96.5
2023-07-01 03:50:00,0.0,27.31,22.8,801.0,3,17.2,97.0
2023-07-01 04:00:00,0.0,27.31,22.8,799.0,4,17.5,97.0
2023-07-01 04:10:00,0.0,27.19,22.8,799.0,4,17.7,97.0
2023-07-01 04:20:00,0.0,27.19,22.7,798.0,4,17.9,97.0
2023-07-01 04:30:00,0.0,27.19,22.7,797.0,4,18.1,97.0
2023-07-01 04:40:00,0.0,27.19,22.7,796.0,4,18.2,96.5
2023-07-01 04:50:00,0.0,27.14,22.7,794.0,4,18.5,95.5
2023-07-01 05:00:00,0.0,27.14,22.7,793.0,5,18.5,94.5
2023-07-01 05:10:00,0.0,27.14,22.7,793.0,5,18.7,93.5
2023-07-01 05:20:00,0.0,27.07,22.6,791.0,5,19.1,93.0
2023-07-01 05:30:00,0.0,27.07,22.6,789.0,5,19.1,91.5
2023-07-01 05:40:00,0.0,27.07,22.6,788.0,5,19.3,91.5
2023-07-01 05:50:00,0.0,27.02,22.6,787.0,5,19.2,90.5
2023-07-01 06:00:00,0.0,27.02,22.6,786.0,6,19.0,91.5
2023-07-01 06:10:00,0.0,27.02,22.6,785.0,6,18.8,92.0
2023-07-01 06:20:00,0.0,26.95,22.6,785.0,6,18.9,92.5
2023-07-01 06:30:00,0.0,27.02,22.6,783.0,6,18.9,92.5
2023-07-01 06:40:00,0.0,26.95,22.6,782.0,6,19.0,92.0
2023-07-01 06:50:00,0.0,26.95,22.6,782.0,6,19.6,91.5
2023-07-01 07:00:00,0.0,26.95,22.6,780.0,7,19.8,90.5
2023-07-01 07:10:00,0.0,26.9,22.5,779.0,7,19.5,90.5
2023-07-01 07:20:00,0.0,26.9,22.5,779.0,7,19.2,91.5
2023-07-01 07:30:00,0.0,26.84,22.5,778.0,7,19.4,91.5
2023-07-01 07:40:00,0.0,26.84,22.6,776.0,7,19.7,90.5
2023-07-01 07:50:00,0.0,26.84,22.6,775.0,7,20.0,89.0
2023-07-01 08:00:00,0.0,26.84,22.5,775.0,8,20.1,89.0
2023-07-01 08:10:00,0.0,26.77,22.5,773.0,8,20.2,88.5
2023-07-01 08:20:00,0.0,26.77,22.5,772.0,8,20.0,87.5
2023-07-01 08:30:00,0.0,26.77,22.6,770.0,8,20.5,88.0
2023-07-01 08:40:00,0.0,26.72,22.5,770.0,8,21.2,85.5
2023-07-01 08:50:00,0.0,26.77,22.5,770.0,8,21.9,83.5
2023-07-01 09:00:00,0.0,26.72,22.6,768.0,9,23.4,82.0
2023-07-01 09:10:00,0.0,26.72,22.6,768.0,9,25.3,73.5
2023-07-01 09:20:00,0.0,26.72,22.6,767.0,9,25.7,72.5
2023-07-01 09:30:00,0.0,26.65,22.6,766.0,9,26.7,69.0
2023-07-01 09:40:00,0.0,26.65,22.6,765.0,9,27.4,65.5
2023-07-01 09:50:00,0.0,26.6,22.6,763.0,9,28.4,63.5
2023-07-01 10:00:00,0.0,26.6,22.7,761.0,10,28.1,63.0
2023-07-01 10:10:00,0.0,26.6,22.7,761.0,10,26.6,65.0
2023-07-01 10:20:00,0.0,26.6,22.8,759.0,10,26.4,68.0
2023-07-01 10:30:00,0.0,26.6,22.8,756.0,10,27.1,64.0
2023-07-01 10:40:00,0.0,26.49,22.8,755.0,10,27.7,64.0
2023-07-01 10:50:00,0.0,26.49,22.9,752.0,10,27.9,62.0
2023-07-01 11:00:00,0.0,26.42,23.0,750.0,11,28.4,61.0
2023-07-01 11:10:00,0.0,26.42,23.0,747.0,11,28.9,60.0
2023-07-01 11:20:00,0.0,26.42,23.1,745.0,11,29.7,59.0
2023-07-01 11:30:00,0.0,26.37,23.2,742.0,11,29.4,58.0
2023-07-01 11:40:00,0.0,26.37,23.2,740.0,11,29.2,57.0
2023-07-01 11:50:00,0.0,26.37,23.3,740.0,11,30.1,58.5
2023-07-01 12:00:00,0.0,26.32,23.3,738.0,12,29.0,57.5
2023-07-01 12:10:00,0.0,26.32,23.4,736.0,12,29.0,59.0
2023-07-01 12:20:00,0.0,26.32,23.5,734.0,12,29.6,54.5
2023-07-01 12:30:00,0.0,26.25,23.5,732.0,12,30.3,54.0
2023-07-01 12:40:00,0.0,26.25,23.6,732.0,12,30.3,51.5
2023-07-01 12:50:00,0.0,26.19,23.7,728.0,12,30.1,54.0
2023-07-01 13:00:00,0.0,26.19,23.7,726.0,13,30.1,55.5
2023-07-01 13:10:00,0.0,26.14,23.8,724.0,13,30.5,48.5
2023-07-01 13:20:00,0.0,26.14,23.9,722.0,13,29.7,51.0
2023-07-01 13:30:00,0.0,26.09,23.9,721.0,13,30.8,51.0
2023-07-01 13:40:00,0.0,26.09,24.0,719.0,13,31.7,49.5
2023-07-01 13:50:00,0.0,26.02,24.0,717.0,13,32.0,46.5
2023-07-01 14:00:00,0.0,26.02,24.1,715.0,14,32.1,48.5
2023-07-01 14:10:00,0.0,26.02,24.2,711.0,14,32.5,45.5
2023-07-01 14:20:00,0.0,25.96,24.3,709.0,14,32.7,45.0
2023-07-01 14:30:00,0.0,26.02,24.3,708.0,14,31.2,47.5
2023-07-01 14:40:00,0.0,25.96,24.4,705.0,14,31.8,47.5
2023-07-01 14:50:00,0.0,25.86,24.5,704.0,14,32.5,45.0
2023-07-01 15:00:00,0.0,25.86,24.6,702.0,15,32.4,47.0
2023-07-01 15:10:00,0.0,25.86,24.7,698.0,15,32.4,47.0
2023-07-01 15:20:00,0.0,25.8,24.8,697.0,15,32.9,46.5
2023-07-01 15:30:00,0.0,25.8,24.9,695.0,15,32.8,44.0
2023-07-01 15:40:00,0.0,25.8,24.9,694.0,15,33.2,42.5
2023-07-01 15:50:00,0.0,25.75,25.0,691.0,15,32.9,43.0
2023-07-01 16:00:00,0.0,25.75,25.1,689.0,16,32.9,46.5
2023-07-01 16:10:00,0.0,25.75,25.2,688.0,16,32.8,46.5
2023-07-01 16:20:00,0.0,25.75,25.3,686.0,16,32.4,44.5
2023-07-01 16:30:00,0.0,25.75,25.4,684.0,16,32.4,42.5
2023-07-01 16:40:00,0.0,25.75,25.5,682.0,16,32.8,43.0
2023-07-01 16:50:00,0.0,25.68,25.6,681.0,16,33.0,41.5
2023-07-01 17:00:00,0.0,25.68,25.7,679.0,17,31.1,44.5
2023-07-01 17:10:00,0.0,25.68,25.8,678.0,17,32.1,44.5
2023-07-01 17:20:00,0.0,25.68,25.9,676.0,17,32.2,44.5
